project_id,month,planned_spend,actual_spend,cumulative_planned,cumulative_actual
ADV-0002,2024-09-01,9830.375825375171,12675.33318573906,147455.63738062757,187951.04945773966
ADV-0002,2024-10-01,9830.375825375171,11095.711475125267,157286.01320600274,199046.7609328649
ADV-0002,2024-11-01,9830.375825375171,11631.128418894545,167116.3890313779,210677.88935175946
ADV-0002,2024-12-01,9830.375825375171,7814.302596915604,176946.76485675309,218492.19194867506
ADV-0002,2025-01-01,9830.375825375171,9386.296732830515,186777.14068212826,227878.48868150558
ADV-0002,2025-02-01,9830.375825375171,10000.574151410618,196607.51650750343,237879.06283291618
ADV-0002,2025-03-01,9830.375825375171,13737.01443216764,206437.8923328786,251616.07726508382
ADV-0002,2025-04-01,9830.375825375171,7668.807677420416,216268.26815825378,259284.88494250423
ADV-0002,2025-05-01,9830.375825375171,11105.611399478821,226098.64398362895,270390.49634198303
ADV-0002,2025-06-01,9830.375825375171,15562.89702548546,235929.0198090041,285953.3933674685
ADV-0002,2025-07-01,9830.375825375171,8537.238472801151,245759.39563437927,294490.63184026966
ADV-0003,2023-06-01,42239.98568854569,48899.75687587959,42239.98568854569,48899.75687587959
ADV-0003,2023-07-01,42239.98568854569,58391.991135618584,84479.97137709138,107291.74801149817
ADV-0003,2023-08-01,42239.98568854569,63874.71701988705,126719.95706563708,171166.46503138522
ADV-0003,2023-09-01,42239.98568854569,56995.17994054309,168959.94275418276,228161.6449719283
ADV-0003,2023-10-01,42239.98568854569,56074.026061977056,211199.92844272844,284235.67103390535
ADV-0003,2023-11-01,42239.98568854569,59796.53270581115,253439.91413127416,344032.2037397165
ADV-0003,2023-12-01,42239.98568854569,46431.85719392941,295679.89981981984,390464.06093364593
ADV-0003,2024-01-01,42239.98568854569,59071.04237003635,337919.8855083655,449535.1033036823
ADV-0003,2024-02-01,42239.98568854569,31030.60797819268,380159.8711969112,480565.711281875
ADV-0003,2024-03-01,42239.98568854569,63243.17644301731,422399.8568854569,543808.8877248922
ADV-0003,2024-04-01,42239.98568854569,46330.126415141596,464639.84257400257,590139.0141400339
ADV-0003,2024-05-01,42239.98568854569,50198.519232785155,506879.8282625483,640337.533372819
ADV-0003,2024-06-01,42239.98568854569,39708.20673989017,549119.8139510939,680045.7401127091
ADV-0003,2024-07-01,42239.98568854569,56845.96671932738,591359.7996396397,736891.7068320365
ADV-0003,2024-08-01,42239.98568854569,33443.97292805682,633599.7853281853,770335.6797600933
ADV-0003,2024-09-01,42239.98568854569,61418.332591922495,675839.771016731,831754.0123520158
ADV-0003,2024-10-01,42239.98568854569,59853.77256198017,718079.7567052768,891607.784913996
ADV-0003,2024-11-01,42239.98568854569,38343.854594674245,760319.7423938224,929951.6395086702
ADV-0003,2024-12-01,42239.98568854569,59193.33761406026,802559.7280823682,989144.9771227305
ADV-0003,2025-01-01,42239.98568854569,58386.204754235645,844799.7137709138,1047531.1818769661
ADV-0003,2025-02-01,42239.98568854569,52969.119855529556,887039.6994594595,1100500.3017324957
ADV-0003,2025-03-01,42239.98568854569,43877.57870421398,929279.6851480051,1144377.8804367096
ADV-0003,2025-04-01,42239.98568854569,40292.171685856534,971519.6708365509,1184670.0521225662
ADV-0003,2025-05-01,42239.98568854569,38896.43514776395,1013759.6565250966,1223566.48727033
ADV-0003,2025-06-01,42239.98568854569,41947.79722003906,1055999.6422136424,1265514.284490369
ADV-0003,2025-07-01,42239.98568854569,62505.067619764384,1098239.6279021879,1328019.3521101335
ADV-0004,2024-06-01,109580.3709002433,91863.8420194407,109580.3709002433,91863.8420194407
ADV-0004,2024-07-01,109580.3709002433,164305.54484790174,219160.7418004866,256169.38686734243
ADV-0004,2024-08-01,109580.3709002433,118020.60896050448,328741.1127007299,374189.9958278469
ADV-0004,2024-09-01,109580.3709002433,134675.09423630277,438321.4836009732,508865.0900641497
ADV-0004,2024-10-01,109580.3709002433,160989.71235408983,547901.8545012166,669854.8024182395
ADV-0004,2024-11-01,109580.3709002433,169657.95842685056,657482.2254014598,839512.76084509
ADV-0004,2024-12-01,109580.3709002433,117624.40837733181,767062.5963017031,957137.1692224218
ADV-0004,2025-01-01,109580.3709002433,128912.78797205519,876642.9672019464,1086049.957194477
ADV-0004,2025-02-01,109580.3709002433,124348.97082471273,986223.3381021897,1210398.9280191897
ADV-0004,2025-03-01,109580.3709002433,85654.69237941703,1095803.709002433,1296053.6203986069
ADV-0004,2025-04-01,109580.3709002433,112914.8733364379,1205384.0799026764,1408968.4937350447
ADV-0004,2025-05-01,109580.3709002433,128656.83695350245,1314964.4508029197,1537625.330688547
ADV-0004,2025-06-01,109580.3709002433,124018.94091272491,1424544.821703163,1661644.271601272
ADV-0004,2025-07-01,109580.3709002433,153993.04540629435,1534125.1926034063,1815637.3170075663
ADV-0005,2023-10-01,10952.21833846154,12804.213891273132,10952.21833846154,12804.213891273132
ADV-0005,2023-11-01,10952.21833846154,13867.056453902936,21904.43667692308,26671.270345176068
ADV-0005,2023-12-01,10952.21833846154,13259.59636066337,32856.65501538462,39930.866705839435
ADV-0005,2024-01-01,10952.21833846154,16420.672631825557,43808.87335384616,56351.53933766499
ADV-0005,2024-02-01,10952.21833846154,17664.15815097041,54761.0916923077,74015.6974886354
ADV-0005,2024-03-01,10952.21833846154,14299.140312554675,65713.31003076924,88314.83780119008
ADV-0005,2024-04-01,10952.21833846154,16916.72061476225,76665.52836923079,105231.55841595233
ADV-0005,2024-05-01,10952.21833846154,11909.639809276847,87617.74670769232,117141.19822522918
ADV-0005,2024-06-01,10952.21833846154,14395.497194678968,98569.96504615385,131536.69541990815
ADV-0005,2024-07-01,10952.21833846154,12402.000684672197,109522.1833846154,143938.69610458036
ADV-0005,2024-08-01,10952.21833846154,13102.998097640717,120474.40172307694,157041.6942022211
ADV-0005,2024-09-01,10952.21833846154,16337.20577994435,131426.62006153847,173378.89998216543
ADV-0005,2024-10-01,10952.21833846154,17854.11777764031,142378.8384,191233.01775980575
ADV-0005,2024-11-01,10952.21833846154,10128.038969518435,153331.05673846157,201361.0567293242
ADV-0005,2024-12-01,10952.21833846154,15343.458039408433,164283.2750769231,216704.51476873262
ADV-0005,2025-01-01,10952.21833846154,14809.912217687934,175235.49341538464,231514.42698642056
ADV-0005,2025-02-01,10952.21833846154,10096.73132426297,186187.71175384618,241611.15831068353
ADV-0005,2025-03-01,10952.21833846154,11046.822928533285,197139.9300923077,252657.9812392168
ADV-0005,2025-04-01,10952.21833846154,12054.124476668787,208092.14843076927,264712.1057158856
ADV-0005,2025-05-01,10952.21833846154,10589.831707372448,219044.3667692308,275301.93742325803
ADV-0005,2025-06-01,10952.21833846154,11370.384546372477,229996.58510769234,286672.3219696305
ADV-0005,2025-07-01,10952.21833846154,11613.004456389954,240948.80344615388,298285.3264260204
ADV-0006,2023-10-01,32490.32854135338,37132.41991871457,32490.32854135338,37132.41991871457
ADV-0006,2023-11-01,32490.32854135338,49821.46863945438,64980.65708270676,86953.88855816895
ADV-0006,2023-12-01,32490.32854135338,44378.056312678105,97470.98562406015,131331.94487084704
ADV-0006,2024-01-01,32490.32854135338,57086.054979582324,129961.31416541353,188417.99985042936
ADV-0006,2024-02-01,32490.32854135338,39557.320067742505,162451.6427067669,227975.31991817185
ADV-0006,2024-03-01,32490.32854135338,49958.709160181665,194941.9712481203,277934.02907835355
ADV-0006,2024-04-01,32490.32854135338,53565.706160955524,227432.29978947368,331499.7352393091
ADV-0006,2024-05-01,32490.32854135338,47661.87256504303,259922.62833082705,379161.6078043521
ADV-0006,2024-06-01,32490.32854135338,39469.2613449988,292412.95687218045,418630.8691493509
ADV-0006,2024-07-01,32490.32854135338,49950.414435251245,324903.2854135338,468581.2835846022
ADV-0006,2024-08-01,32490.32854135338,33083.659710188054,357393.6139548872,501664.9432947902
ADV-0006,2024-09-01,32490.32854135338,36883.32129846853,389883.9424962406,538548.2645932587
ADV-0006,2024-10-01,32490.32854135338,43604.32384342155,422374.27103759395,582152.5884366803
ADV-0006,2024-11-01,32490.32854135338,44485.317971696175,454864.59957894735,626637.9064083764
ADV-0006,2024-12-01,32490.32854135338,27516.109694154165,487354.9281203007,654154.0161025305
ADV-0006,2025-01-01,32490.32854135338,55824.485928835755,519845.2566616541,709978.5020313663
ADV-0006,2025-02-01,32490.32854135338,48203.17594876509,552335.5852030074,758181.6779801315
ADV-0006,2025-03-01,32490.32854135338,42040.67672793697,584825.9137443609,800222.3547080684
ADV-0006,2025-04-01,32490.32854135338,55456.83560862692,617316.2422857143,855679.1903166954
ADV-0006,2025-05-01,32490.32854135338,40304.45443734974,649806.5708270676,895983.6447540451
ADV-0006,2025-06-01,32490.32854135338,56907.82343453547,682296.899368421,952891.4681885806
ADV-0006,2025-07-01,32490.32854135338,42549.230640830356,714787.2279097744,995440.698829411
ADV-0007,2023-09-01,6540.862544378699,5383.690822570632,6540.862544378699,5383.690822570632
ADV-0007,2023-10-01,6540.862544378699,8923.793017147553,13081.725088757397,14307.483839718185
ADV-0007,2023-11-01,6540.862544378699,8456.307747893754,19622.587633136096,22763.791587611937
ADV-0007,2023-12-01,6540.862544378699,8968.339843025613,26163.450177514795,31732.13143063755
ADV-0007,2024-01-01,6540.862544378699,9939.493204302147,32704.312721893493,41671.6246349397
ADV-0007,2024-02-01,6540.862544378699,8987.400882430584,39245.17526627219,50659.02551737028
ADV-0007,2024-03-01,6540.862544378699,8088.640276935269,45786.03781065089,58747.665794305554
ADV-0007,2024-04-01,6540.862544378699,9427.220953068507,52326.90035502959,68174.88674737405
ADV-0007,2024-05-01,6540.862544378699,8425.55346434193,58867.76289940829,76600.44021171599
ADV-0007,2024-06-01,6540.862544378699,6982.730875137642,65408.62544378699,83583.17108685363
ADV-0007,2024-07-01,6540.862544378699,9581.288596523797,71949.48798816568,93164.45968337743
ADV-0007,2024-08-01,6540.862544378699,5969.329715528393,78490.35053254438,99133.78939890582
ADV-0007,2024-09-01,6540.862544378699,8650.824061608666,85031.21307692309,107784.61346051449
ADV-0007,2024-10-01,6540.862544378699,9559.214170893036,91572.07562130177,117343.82763140753
ADV-0007,2024-11-01,6540.862544378699,8741.570704375841,98112.93816568048,126085.39833578338
ADV-0007,2024-12-01,6540.862544378699,8556.319115083332,104653.80071005918,134641.7174508667
ADV-0007,2025-01-01,6540.862544378699,8857.603750104441,111194.66325443788,143499.32120097114
ADV-0007,2025-02-01,6540.862544378699,7292.577494598475,117735.52579881658,150791.89869556963
ADV-0007,2025-03-01,6540.862544378699,9518.982718873664,124276.38834319527,160310.88141444328
ADV-0007,2025-04-01,6540.862544378699,5868.848749262262,130817.25088757397,166179.73016370554
ADV-0007,2025-05-01,6540.862544378699,5454.984507157639,137358.11343195266,171634.71467086318
ADV-0007,2025-06-01,6540.862544378699,6315.486039033423,143898.97597633136,177950.2007098966
ADV-0007,2025-07-01,6540.862544378699,7654.590869398927,150439.83852071007,185604.79157929553
ADV-0008,2023-08-01,27035.250013908208,31765.240097222115,27035.250013908208,31765.240097222115
ADV-0008,2023-09-01,27035.250013908208,38873.114013825754,54070.500027816415,70638.35411104787
ADV-0008,2023-10-01,27035.250013908208,29335.25283839505,81105.75004172462,99973.60694944291
ADV-0008,2023-11-01,27035.250013908208,31164.18352399341,108141.00005563283,131137.79047343633
ADV-0008,2023-12-01,27035.250013908208,20366.621573172662,135176.25006954104,151504.41204660898
ADV-0008,2024-01-01,27035.250013908208,29453.79299800571,162211.50008344924,180958.20504461467
ADV-0008,2024-02-01,27035.250013908208,34910.95762296223,189246.75009735746,215869.16266757692
ADV-0008,2024-03-01,27035.250013908208,20415.697823548344,216282.00011126566,236284.86049112526
ADV-0008,2024-04-01,27035.250013908208,26499.62511224024,243317.25012517386,262784.4856033655
ADV-0008,2024-05-01,27035.250013908208,24827.740546554312,270352.5001390821,287612.22614991985
ADV-0008,2024-06-01,27035.250013908208,21022.70891956997,297387.7501529903,308634.9350694898
ADV-0008,2024-07-01,27035.250013908208,31047.620577263333,324423.0001668985,339682.5556467532
ADV-0008,2024-08-01,27035.250013908208,24226.324106896212,351458.2501808067,363908.8797536494
ADV-0008,2024-09-01,27035.250013908208,37095.96264386666,378493.5001947149,401004.84239751607
ADV-0008,2024-10-01,27035.250013908208,39499.65860726757,405528.7502086231,440504.50100478367
ADV-0008,2024-11-01,27035.250013908208,32568.182491427768,432564.0002225313,473072.6834962114
ADV-0008,2024-12-01,27035.250013908208,42566.672032145005,459599.2502364395,515639.35552835645
ADV-0008,2025-01-01,27035.250013908208,30387.778593482053,486634.5002503477,546027.1341218385
ADV-0008,2025-02-01,27035.250013908208,31829.57966022435,513669.75026425597,577856.7137820629
ADV-0008,2025-03-01,27035.250013908208,42738.85491370484,540705.0002781642,620595.5686957677
ADV-0008,2025-04-01,27035.250013908208,25368.609948754434,567740.2502920723,645964.1786445221
ADV-0008,2025-05-01,27035.250013908208,41668.861939507675,594775.5003059806,687633.0405840297
ADV-0008,2025-06-01,27035.250013908208,21042.244673029963,621810.7503198888,708675.2852570597
ADV-0008,2025-07-01,27035.250013908208,30293.973151974507,648846.000333797,738969.2584090342
ADV-0009,2024-06-01,19222.712233009708,15404.369925833973,19222.712233009708,15404.369925833973
ADV-0009,2024-07-01,19222.712233009708,26150.40590900703,38445.424466019416,41554.775834841
ADV-0009,2024-08-01,19222.712233009708,24180.841347355632,57668.13669902913,65735.61718219663
ADV-0009,2024-09-01,19222.712233009708,25781.998658220975,76890.84893203883,91517.6158404176
ADV-0009,2024-10-01,19222.712233009708,20367.605039626666,96113.56116504854,111885.22088004426
ADV-0009,2024-11-01,19222.712233009708,20286.125746310776,115336.27339805826,132171.34662635502
ADV-0009,2024-12-01,19222.712233009708,15001.995697338913,134558.98563106795,147173.34232369394
ADV-0009,2025-01-01,19222.712233009708,19967.655934633065,153781.69786407767,167140.99825832702
ADV-0009,2025-02-01,19222.712233009708,29411.45259725029,173004.41009708738,196552.4508555773
ADV-0009,2025-03-01,19222.712233009708,20444.97115774197,192227.12233009707,216997.42201331927
ADV-0009,2025-04-01,19222.712233009708,27815.2610425841,211449.8345631068,244812.68305590338
ADV-0009,2025-05-01,19222.712233009708,27993.88258200728,230672.5467961165,272806.5656379107
ADV-0009,2025-06-01,19222.712233009708,20347.40430341274,249895.2590291262,293153.9699413234
ADV-0009,2025-07-01,19222.712233009708,24565.211460926817,269117.9712621359,317719.1814022502
ADV-0010,2023-07-01,9918.614146341464,7853.789065235092,9918.614146341464,7853.789065235092
ADV-0010,2023-08-01,9918.614146341464,7921.022335923384,19837.22829268293,15774.811401158477
ADV-0010,2023-09-01,9918.614146341464,7475.705638844169,29755.842439024393,23250.517040002647
ADV-0010,2023-10-01,9918.614146341464,11784.387952388633,39674.45658536586,35034.90499239128
ADV-0010,2023-11-01,9918.614146341464,10530.333939326445,49593.070731707325,45565.23893171773
ADV-0010,2023-12-01,9918.614146341464,11517.439232625435,59511.684878048785,57082.67816434316
ADV-0010,2024-01-01,9918.614146341464,11299.24281811092,69430.29902439025,68381.92098245409
ADV-0010,2024-02-01,9918.614146341464,9916.289627171072,79348.91317073171,78298.21060962517
ADV-0010,2024-03-01,9918.614146341464,12565.081975655105,89267.52731707318,90863.29258528027
ADV-0010,2024-04-01,9918.614146341464,13220.893089132285,99186.14146341465,104084.18567441255
ADV-0010,2024-05-01,9918.614146341464,7200.285617727221,109104.7556097561,111284.47129213977
ADV-0010,2024-06-01,9918.614146341464,8759.22452795348,119023.36975609757,120043.69582009326
ADV-0010,2024-07-01,9918.614146341464,12854.528579101014,128941.98390243904,132898.22439919427
ADV-0010,2024-08-01,9918.614146341464,10211.035332342099,138860.5980487805,143109.25973153635
ADV-0010,2024-09-01,9918.614146341464,12443.763381140881,148779.21219512197,155553.02311267724
ADV-0010,2024-10-01,9918.614146341464,9890.063716485694,158697.82634146343,165443.08682916293
ADV-0010,2024-11-01,9918.614146341464,10244.502159116288,168616.44048780488,175687.58898827923
ADV-0010,2024-12-01,9918.614146341464,8366.1721098719,178535.05463414636,184053.76109815112
ADV-0010,2025-01-01,9918.614146341464,9171.906277750728,188453.66878048782,193225.66737590186
ADV-0010,2025-02-01,9918.614146341464,11981.844528346786,198372.2829268293,205207.51190424865
ADV-0010,2025-03-01,9918.614146341464,10587.734755555943,208290.89707317075,215795.2466598046
ADV-0010,2025-04-01,9918.614146341464,13348.778288885007,218209.5112195122,229144.02494868962
ADV-0010,2025-05-01,9918.614146341464,13982.362835615433,228128.1253658537,243126.38778430506
ADV-0010,2025-06-01,9918.614146341464,11465.754070536397,238046.73951219514,254592.14185484147
ADV-0010,2025-07-01,9918.614146341464,13218.99442327914,247965.3536585366,267811.1362781206
ADV-0011,2024-05-01,66092.64432432433,72490.90060353889,66092.64432432433,72490.90060353889
ADV-0011,2024-06-01,66092.64432432433,79119.06089963387,132185.28864864865,151609.96150317276
ADV-0011,2024-07-01,66092.64432432433,97384.71460443953,198277.93297297298,248994.6761076123
ADV-0011,2024-08-01,66092.64432432433,77355.14349139266,264370.5772972973,326349.8195990049
ADV-0011,2024-09-01,66092.64432432433,89762.57354381873,330463.22162162163,416112.39314282365
ADV-0011,2024-10-01,66092.64432432433,65036.87639148088,396555.86594594596,481149.2695343045
ADV-0011,2024-11-01,66092.64432432433,90453.58538949682,462648.5102702703,571602.8549238013
ADV-0011,2024-12-01,66092.64432432433,106507.28645330456,528741.1545945946,678110.1413771058
ADV-0011,2025-01-01,66092.64432432433,106944.3482174284,594833.7989189189,785054.4895945343
ADV-0011,2025-02-01,66092.64432432433,98094.14812766215,660926.4432432433,883148.6377221964
ADV-0011,2025-03-01,66092.64432432433,99407.24550403301,727019.0875675676,982555.8832262295
ADV-0011,2025-04-01,66092.64432432433,87887.13456871464,793111.7318918919,1070443.017794944
ADV-0011,2025-05-01,66092.64432432433,89527.24459302315,859204.3762162162,1159970.2623879672
ADV-0011,2025-06-01,66092.64432432433,61864.54846771075,925297.0205405406,1221834.810855678
ADV-0011,2025-07-01,66092.64432432433,80890.87508389397,991389.6648648649,1302725.685939572
ADV-0012,2024-06-01,38824.36390243903,46119.28912534944,38824.36390243903,46119.28912534944
ADV-0012,2024-07-01,38824.36390243903,63781.21091892364,77648.72780487806,109900.50004427308
ADV-0012,2024-08-01,38824.36390243903,45434.36051184261,116473.09170731709,155334.8605561157
ADV-0012,2024-09-01,38824.36390243903,49548.080662050575,155297.4556097561,204882.94121816626
ADV-0012,2024-10-01,38824.36390243903,48988.32045339083,194121.81951219513,253871.2616715571
ADV-0012,2024-11-01,38824.36390243903,52589.09558452931,232946.18341463417,306460.3572560864
ADV-0012,2024-12-01,38824.36390243903,56466.7999992463,271770.5473170732,362927.15725533274
ADV-0012,2025-01-01,38824.36390243903,38266.74979310823,310594.9112195122,401193.907048441
ADV-0012,2025-02-01,38824.36390243903,48830.842068572485,349419.27512195124,450024.7491170135
ADV-0012,2025-03-01,38824.36390243903,59169.19504109811,388243.63902439026,509193.9441581116
ADV-0012,2025-04-01,38824.36390243903,46548.50152353912,427068.00292682933,555742.4456816507
ADV-0012,2025-05-01,38824.36390243903,40124.90095167415,465892.36682926834,595867.3466333249
ADV-0012,2025-06-01,38824.36390243903,53213.423698620856,504716.73073170736,649080.7703319457
ADV-0012,2025-07-01,38824.36390243903,59094.392949853034,543541.0946341464,708175.1632817988
ADV-0013,2024-03-01,124798.71169491526,108649.033550286,124798.71169491526,108649.033550286
ADV-0013,2024-04-01,124798.71169491526,191299.14896816495,249597.4233898305,299948.18251845095
ADV-0013,2024-05-01,124798.71169491526,196494.23394466017,374396.13508474577,496442.4164631111
ADV-0013,2024-06-01,124798.71169491526,154787.00306878285,499194.846779661,651229.4195318939
ADV-0013,2024-07-01,124798.71169491526,215216.33296906317,623993.5584745763,866445.7525009571
ADV-0013,2024-08-01,124798.71169491526,192447.76780339386,748792.2701694915,1058893.5203043509
ADV-0013,2024-09-01,124798.71169491526,190936.89470207354,873590.9818644067,1249830.4150064243
ADV-0013,2024-10-01,124798.71169491526,187946.13561240782,998389.693559322,1437776.550618832
ADV-0014,2023-07-01,27975.624932975876,27085.274076919348,27975.624932975876,27085.274076919348
ADV-0014,2023-08-01,27975.624932975876,28844.714488922404,55951.24986595175,55929.98856584175
ADV-0014,2023-09-01,27975.624932975876,35361.37690722375,83926.87479892763,91291.3654730655
ADV-0014,2023-10-01,27975.624932975876,30079.95441597035,111902.4997319035,121371.31988903585
ADV-0014,2023-11-01,27975.624932975876,34073.96085432541,139878.12466487937,155445.28074336125
ADV-0014,2023-12-01,27975.624932975876,46571.30593273757,167853.74959785526,202016.5866760988
ADV-0014,2024-01-01,27975.624932975876,44877.50678685297,195829.37453083112,246894.09346295177
ADV-0014,2024-02-01,27975.624932975876,39746.583005154025,223804.999463807,286640.6764681058
ADV-0014,2024-03-01,27975.624932975876,45769.95905091758,251780.6243967829,332410.6355190234
ADV-0014,2024-04-01,27975.624932975876,43806.50332888083,279756.24932975875,376217.1388479042
ADV-0014,2024-05-01,27975.624932975876,34436.92494263262,307731.8742627346,410654.06379053683
ADV-0014,2024-06-01,27975.624932975876,28417.793771752004,335707.4991957105,439071.8575622888
ADV-0014,2024-07-01,27975.624932975876,36687.39628570041,363683.1241286864,475759.25384798925
ADV-0014,2024-08-01,27975.624932975876,42550.92734446395,391658.74906166224,518310.1811924532
ADV-0014,2024-09-01,27975.624932975876,34633.2669856793,419634.37399463815,552943.4481781325
ADV-0014,2024-10-01,27975.624932975876,40716.638850214746,447609.998927614,593660.0870283473
ADV-0014,2024-11-01,27975.624932975876,25598.95824631581,475585.62386058987,619259.0452746631
ADV-0014,2024-12-01,27975.624932975876,42861.91575009626,503561.2487935658,662120.9610247593
ADV-0014,2025-01-01,27975.624932975876,44570.81200383673,531536.8737265416,706691.7730285961
ADV-0014,2025-02-01,27975.624932975876,41774.74001484564,559512.4986595175,748466.5130434417
ADV-0014,2025-03-01,27975.624932975876,48652.32054378647,587488.1235924934,797118.8335872282
ADV-0014,2025-04-01,27975.624932975876,44938.912061292634,615463.7485254692,842057.7456485209
ADV-0014,2025-05-01,27975.624932975876,46957.65936605285,643439.3734584452,889015.4050145737
ADV-0014,2025-06-01,27975.624932975876,47762.5355428925,671414.998391421,936777.9405574662
ADV-0014,2025-07-01,27975.624932975876,44270.65724785166,699390.6233243969,981048.597805318
ADV-0015,2024-03-01,229852.6256097561,313369.0670742053,229852.6256097561,313369.0670742053
ADV-0015,2024-04-01,229852.6256097561,178143.2209471878,459705.2512195122,491512.2880213931
ADV-0015,2024-05-01,229852.6256097561,271209.2414798924,689557.8768292683,762721.5295012855
ADV-0015,2024-06-01,229852.6256097561,292515.69722864707,919410.5024390244,1055237.2267299327
ADV-0015,2024-07-01,229852.6256097561,238482.81934009175,1149263.1280487804,1293720.0460700244
ADV-0015,2024-08-01,229852.6256097561,241329.60697774624,1379115.7536585366,1535049.6530477707
ADV-0015,2024-09-01,229852.6256097561,371400.53521037026,1608968.3792682928,1906450.188258141
ADV-0016,2024-01-01,23312.214146341466,34925.678836584884,23312.214146341466,34925.678836584884
ADV-0016,2024-02-01,23312.214146341466,34084.87681204376,46624.42829268293,69010.55564862865
ADV-0016,2024-03-01,23312.214146341466,25324.0117856683,69936.6424390244,94334.56743429694
ADV-0016,2024-04-01,23312.214146341466,17568.466219037124,93248.85658536587,111903.03365333407
ADV-0016,2024-05-01,23312.214146341466,18883.55704058278,116561.07073170732,130786.59069391685
ADV-0016,2024-06-01,23312.214146341466,23469.397222261196,139873.2848780488,154255.98791617804
ADV-0016,2024-07-01,23312.214146341466,17608.88072745336,163185.49902439027,171864.8686436314
ADV-0016,2024-08-01,23312.214146341466,17636.69277809286,186497.71317073173,189501.56142172427
ADV-0016,2024-09-01,23312.214146341466,35417.77137853688,209809.9273170732,224919.33280026115
ADV-0016,2024-10-01,23312.214146341466,31257.539149400298,233122.14146341465,256176.87194966146
ADV-0016,2024-11-01,23312.214146341466,23405.338972105004,256434.35560975614,279582.21092176647
ADV-0016,2024-12-01,23312.214146341466,19919.881397615365,279746.5697560976,299502.09231938183
ADV-0016,2025-01-01,23312.214146341466,27412.065381158507,303058.78390243906,326914.1577005403
ADV-0016,2025-02-01,23312.214146341466,17403.349854585045,326370.99804878054,344317.5075551254
ADV-0016,2025-03-01,23312.214146341466,35848.93672376341,349683.212195122,380166.4442788888
ADV-0016,2025-04-01,23312.214146341466,25498.04243898174,372995.42634146346,405664.4867178706
ADV-0016,2025-05-01,23312.214146341466,25251.325099108963,396307.64048780495,430915.81181697955
ADV-0016,2025-06-01,23312.214146341466,25019.213243454877,419619.8546341464,455935.0250604344
ADV-0016,2025-07-01,23312.214146341466,18668.197854563256,442932.06878048787,474603.22291499766
ADV-0017,2023-06-01,34024.015038759695,45310.58280774663,34024.015038759695,45310.58280774663
ADV-0017,2023-07-01,34024.015038759695,48145.450616221315,68048.03007751939,93456.03342396795
ADV-0017,2023-08-01,34024.015038759695,46442.45219200057,102072.04511627909,139898.48561596853
