project_id,resource_type,planned_allocation,actual_allocation,planned_hours,actual_hours,hourly_rate
ADV-0025,Data Scientists,7,5.903521043606544,3280.0,3217.1323764398703,188
ADV-0025,Business Analysts,8,6.704796588713183,3748.5714285714284,4416.827696286897,191
ADV-0025,Project Managers,10,11.974312691276873,4685.714285714285,4694.209240346616,188
ADV-0026,QA Engineers,7,6.0855089853771345,4480.0,5090.723329500011,127
ADV-0026,Data Scientists,4,3.5245970814627756,2560.0,2918.363788914402,187
ADV-0026,UX/UI Designers,3,3.1987806007511512,1920.0,2491.7942972377987,198
ADV-0026,Senior Developers,4,3.225362947571002,2560.0,3229.662705432659,190
ADV-0026,Business Analysts,5,4.977901852876904,3200.0,2967.4620254239394,58
ADV-0027,Data Scientists,1,0.8223705400512903,1280.0,1655.4044740987688,195
ADV-0027,Senior Developers,1,0.9117357941106238,1280.0,1318.3882685939848,130
ADV-0027,DevOps Engineers,3,3.4626713323027576,3840.0,3378.3167168417735,116
ADV-0027,Business Analysts,4,3.51630448498318,5120.0,4533.2830881438995,51
ADV-0028,Business Analysts,8,7.072376883008687,11931.42857142857,13085.7729035315,184
ADV-0028,Project Managers,7,5.661549081466944,10440.0,13416.010147104218,119
ADV-0028,UX/UI Designers,3,2.7081960452702223,4474.285714285714,3780.373506686424,137
ADV-0029,DevOps Engineers,7,6.157231624362527,5680.0,4830.674216580173,96
ADV-0029,Data Scientists,10,8.623406146205774,8114.285714285714,9298.676730967316,114
ADV-0029,Project Managers,3,2.6511672910010504,2434.285714285714,2972.4986552912765,173
ADV-0030,Data Scientists,12,14.016192252220337,13988.571428571428,14006.241480685338,165
ADV-0030,UX/UI Designers,8,7.94781063406974,9325.714285714286,11781.480525552492,73
ADV-0030,Project Managers,3,3.2310168153134313,3497.142857142857,4351.761485871905,181
ADV-0031,DevOps Engineers,4,3.3677371955295863,3291.4285714285716,4166.387793889129,147
ADV-0031,Business Analysts,9,9.236671293855245,7405.714285714286,7850.777747457589,75
ADV-0031,UX/UI Designers,1,0.9446429273701558,822.8571428571429,979.4356357663297,141
ADV-0031,Project Managers,10,8.423220099426057,8228.57142857143,8091.655852500203,102
ADV-0031,Junior Developers,3,2.484486434883017,2468.571428571429,3154.7147727762717,157
ADV-0031,Senior Developers,1,1.1645367264865634,822.8571428571429,896.323446423506,116
ADV-0032,QA Engineers,4,3.805925368929855,3131.4285714285716,2778.3576301316557,197
ADV-0032,DevOps Engineers,3,3.1808692612005602,2348.571428571429,2635.347284490666,116
ADV-0032,UX/UI Designers,7,8.175419200982422,5480.0,6833.486177447262,159
ADV-0032,Junior Developers,2,2.1924076169746547,1565.7142857142858,1678.5443558225418,97
ADV-0032,Project Managers,3,2.600144802220409,2348.571428571429,2591.315311456205,74
ADV-0032,Data Scientists,4,4.090941911504386,3131.4285714285716,2648.2902723891907,88
ADV-0033,Data Scientists,10,9.310988903584512,24285.714285714286,22915.57214801391,123
ADV-0033,Project Managers,10,8.148886818277317,24285.714285714286,24147.661482371965,77
ADV-0033,Junior Developers,7,8.374096666301012,17000.0,19321.446459058494,187
ADV-0034,DevOps Engineers,3,2.58793537787118,1028.5714285714284,1260.7905455475045,154
ADV-0034,Business Analysts,2,2.0007012847116794,685.7142857142857,837.4416786509612,103
ADV-0034,QA Engineers,6,5.527357826820244,2057.142857142857,1745.8732070825185,172
ADV-0034,UX/UI Designers,6,6.394617087822427,2057.142857142857,2335.746740916246,142
ADV-0034,Junior Developers,1,1.1846451033733132,342.85714285714283,417.5211813503499,150
ADV-0034,Project Managers,6,6.824833271195946,2057.142857142857,2020.6968968775745,176
ADV-0035,Project Managers,7,7.73412503134343,4400.0,4757.841930386034,82
ADV-0035,DevOps Engineers,9,10.323803350098332,5657.142857142857,6134.641740198669,175
ADV-0035,Senior Developers,1,0.9211780671560336,628.5714285714286,529.6165714890544,136
ADV-0035,UX/UI Designers,4,4.348592928883086,2514.285714285714,3223.857597171176,103
ADV-0035,Data Scientists,6,5.505106729570386,3771.428571428571,4334.008745841159,95
ADV-0035,QA Engineers,9,8.79355745373756,5657.142857142857,6740.269651757134,98
ADV-0036,Data Scientists,10,9.772509381291659,13257.142857142859,13140.236937322792,141
ADV-0036,Junior Developers,3,3.3705593334013804,3977.1428571428573,4227.596621495473,66
ADV-0036,QA Engineers,1,1.0682909301770402,1325.7142857142858,1408.0774147564427,58
ADV-0036,DevOps Engineers,1,1.0894138293324354,1325.7142857142858,1679.2909870555472,198
ADV-0037,Senior Developers,2,1.6234395544827347,3017.1428571428573,3390.8462535259523,164
ADV-0037,Junior Developers,1,0.8306893597824092,1508.5714285714287,1478.3942815933465,95
ADV-0037,Business Analysts,2,1.8523331130069467,3017.1428571428573,3422.4520777888215,188
ADV-0038,UX/UI Designers,6,5.369966501669279,10937.142857142857,13515.511625496118,60
ADV-0038,Business Analysts,9,9.031341543178561,16405.714285714286,17538.485087690606,105
ADV-0038,DevOps Engineers,1,0.9842848685393102,1822.8571428571427,1631.3976663653295,79
ADV-0039,QA Engineers,6,6.348570346927996,14674.285714285716,13555.09981659063,151
ADV-0039,Business Analysts,4,4.520397866643489,9782.857142857143,11767.622366051954,184
ADV-0039,UX/UI Designers,9,9.712311823267719,22011.428571428572,22166.955983310534,107
ADV-0039,Junior Developers,7,6.090935875855208,17120.0,22250.3185566588,56
ADV-0040,Senior Developers,4,4.67323335941772,7931.428571428571,8602.547241094086,139
ADV-0040,QA Engineers,1,1.1780068376993975,1982.8571428571427,2040.5630497786253,168
ADV-0040,UX/UI Designers,6,6.974445770506472,11897.142857142857,14564.971317377276,179
ADV-0040,Business Analysts,7,6.319359997138422,13880.0,15472.200555152678,192
ADV-0041,Project Managers,10,8.240434224313585,5314.285714285715,5589.335901448963,189
ADV-0041,QA Engineers,7,8.2194644637248,3720.0,3605.3642306209017,161
ADV-0041,DevOps Engineers,9,7.341903306433307,4782.857142857143,4326.927457955688,134
ADV-0041,Data Scientists,7,8.310020784663795,3720.0,4515.355086109425,156
ADV-0042,Senior Developers,7,7.084146549794666,16280.0,17912.35301320022,138
ADV-0042,Data Scientists,3,2.951537702079512,6977.142857142858,6442.192918849926,116
ADV-0042,Junior Developers,7,6.383347406483714,16280.0,19069.056956008964,135
ADV-0042,UX/UI Designers,7,7.636351717266816,16280.0,18304.704030448476,82
ADV-0042,Business Analysts,7,6.840262830094211,16280.0,14167.72944730395,175
ADV-0042,QA Engineers,3,2.9287237368710097,6977.142857142858,6731.304672051572,155
ADV-0043,DevOps Engineers,8,9.223811812312261,7040.0,8040.415944663473,163
ADV-0043,QA Engineers,7,7.448940325439558,6160.0,7885.4716629391005,169
ADV-0043,Business Analysts,10,9.196993677040641,8800.0,8860.424749353453,149
ADV-0043,Data Scientists,3,2.6462641047528863,2640.0,2386.9265312026805,194
ADV-0043,UX/UI Designers,12,11.639012070390777,10560.0,9499.548419312514,189
ADV-0043,Project Managers,1,1.118934722259985,880.0,1027.5105351749892,55
ADV-0044,Project Managers,3,2.5647640501699254,2245.714285714286,2793.041669902079,111
ADV-0044,DevOps Engineers,7,7.747176913889764,5240.0,6674.620630968993,145
ADV-0044,Business Analysts,9,9.79721696559446,6737.142857142858,7379.881557193209,187
ADV-0044,QA Engineers,1,1.109861047917207,748.5714285714287,791.6862332117316,197
ADV-0044,UX/UI Designers,7,8.272383784899006,5240.0,5184.126430128693,95
ADV-0044,Senior Developers,9,9.802221134040765,6737.142857142858,5460.578594288265,127
ADV-0045,UX/UI Designers,10,11.997871576810319,5600.0,4883.209026975503,167
ADV-0045,DevOps Engineers,1,1.0206751871225848,560.0,465.8084021857833,83
ADV-0045,Junior Developers,3,2.916411808426887,1680.0,2181.3533987964097,111
ADV-0045,Project Managers,10,8.764968516304485,5600.0,7018.6292314655975,180
ADV-0045,Business Analysts,4,3.7556615588891162,2240.0,1838.0122487502222,93
ADV-0046,Data Scientists,4,4.7171176107889075,4868.571428571428,6044.80137454547,148
ADV-0046,Junior Developers,4,4.563150805689347,4868.571428571428,5604.516807044543,111
ADV-0046,Project Managers,3,3.2715642004425813,3651.428571428571,4649.361394301024,187
ADV-0047,DevOps Engineers,4,4.750311035478866,7062.857142857143,7936.955620927776,83
ADV-0047,Data Scientists,6,5.080954591156471,10594.285714285716,11214.750079393498,89
ADV-0047,Senior Developers,4,3.7756630614110875,7062.857142857143,7874.6351046468835,113
ADV-0047,Junior Developers,4,3.3798174916664414,7062.857142857143,9077.320132630699,195
ADV-0047,QA Engineers,6,5.818492862528723,10594.285714285716,10507.460459481326,162
ADV-0048,QA Engineers,4,4.329576425681309,5051.428571428572,4207.330355802833,104
ADV-0048,DevOps Engineers,1,0.9774805788118671,1262.857142857143,1255.7060568522288,165
ADV-0048,Junior Developers,7,6.22098257741393,8840.0,7186.20825721245,142
ADV-0048,UX/UI Designers,6,7.1601293291053745,7577.142857142858,8363.974742952503,73
ADV-0049,QA Engineers,3,3.1900795144524503,3034.285714285714,2481.993761569492,190
ADV-0049,Business Analysts,7,8.184872392911702,7080.0,6899.001274782729,137
ADV-0049,Project Managers,1,1.1196328583087818,1011.4285714285713,1236.7297529107977,177
ADV-0050,QA Engineers,6,6.545190743376333,10902.857142857143,13330.54169604026,64
ADV-0050,Senior Developers,1,0.8902658332208221,1817.1428571428573,1595.1721316753908,124
ADV-0050,Junior Developers,5,4.373814592900237,9085.714285714286,10868.96637290836,126
ADV-0050,Business Analysts,5,4.049634422890299,9085.714285714286,11804.890521346142,68
ADV-0050,Data Scientists,7,7.9565232873218825,12720.0,12499.733112262153,90
ADV-0050,Project Managers,6,5.582654535933104,10902.857142857143,9351.95769321868,75
ADV-0051,QA Engineers,7,8.030306597605968,17520.0,22121.524586388037,156
ADV-0051,Business Analysts,5,5.4291246921863126,12514.285714285714,10395.265957484773,117
ADV-0051,Senior Developers,2,2.0471625922163015,5005.714285714285,6433.731118737606,110
ADV-0052,Data Scientists,4,4.766821266247225,8342.857142857143,8839.347636070548,176
ADV-0052,QA Engineers,1,0.8577745936620311,2085.714285714286,2192.9027322115385,141
ADV-0052,Business Analysts,3,3.0261970503662274,6257.142857142858,6050.984554385106,133
ADV-0052,DevOps Engineers,1,1.1044023931798221,2085.714285714286,1677.4311034046616,80
ADV-0052,Junior Developers,3,2.4019214250588345,6257.142857142858,6738.8488431906035,102
ADV-0053,Business Analysts,1,0.873525155792726,1868.5714285714287,1797.1215676914615,135
ADV-0053,Project Managers,6,6.76499234492206,11211.428571428572,10033.851678125615,198
ADV-0053,UX/UI Designers,6,5.61875838196724,11211.428571428572,12646.499022369717,63
ADV-0053,DevOps Engineers,4,4.7596317494726605,7474.285714285715,8359.321357954097,65
ADV-0053,Senior Developers,4,4.680932814704435,7474.285714285715,7385.451505418395,180
ADV-0053,Junior Developers,1,1.165039738236556,1868.5714285714287,2113.458762969356,135
ADV-0054,QA Engineers,4,3.9002340842521632,2582.8571428571427,2714.350884983746,162
ADV-0054,DevOps Engineers,3,2.7443841593658522,1937.142857142857,2246.1359749492003,126
ADV-0054,Junior Developers,3,2.6126580682545506,1937.142857142857,1894.7677550590897,116
ADV-0054,Business Analysts,7,6.9520598955243615,4520.0,5008.703867487184,97
ADV-0054,UX/UI Designers,7,6.305595020603401,4520.0,3881.554158879964,194
ADV-0055,QA Engineers,1,1.1777854751528152,1685.7142857142858,1812.7248428109738,170
ADV-0055,Data Scientists,3,2.5548781497948756,5057.142857142858,4340.919697001098,149
ADV-0055,UX/UI Designers,6,6.886898805262124,10114.285714285716,9650.809301048206,86
ADV-0056,Junior Developers,9,9.109527193178073,23040.0,26182.95423618913,154
ADV-0056,DevOps Engineers,1,1.00067966640257,2560.0,2523.226778246904,100
ADV-0056,Business Analysts,9,8.946262472913704,23040.0,23113.340988796357,155
ADV-0057,UX/UI Designers,1,0.8686712780172868,1605.7142857142858,1941.5981149487313,60
ADV-0057,Junior Developers,4,4.3192445926441145,6422.857142857143,6923.425129027516,188
ADV-0057,Senior Developers,4,4.265224384424588,6422.857142857143,5582.739676080492,195
ADV-0057,Project Managers,1,0.935199512411396,1605.7142857142858,1797.8980541500573,177
ADV-0058,DevOps Engineers,7,5.8391269560144465,12400.0,13561.693185168579,179
ADV-0058,Junior Developers,6,6.244755247138686,10628.571428571428,9707.78760580272,116
ADV-0058,Business Analysts,7,6.336624083787734,12400.0,13004.681759370207,141
ADV-0058,Project Managers,2,2.313790332430485,3542.8571428571427,3170.069757979723,120
ADV-0058,Data Scientists,7,6.4977357383406344,12400.0,15282.968852488213,137
ADV-0058,QA Engineers,2,1.9343748064111097,3542.8571428571427,3258.312281520196,120
ADV-0059,QA Engineers,9,9.825895615415545,19131.428571428572,15932.453529202683,114
ADV-0059,Project Managers,3,3.3700293869976887,6377.142857142858,6246.4138776470245,197
ADV-0059,Senior Developers,7,7.7190098241267115,14880.0,18551.714187166286,176
ADV-0059,Business Analysts,6,5.164752437937723,12754.285714285716,14950.842624609772,79
ADV-0059,DevOps Engineers,9,10.107728528558606,19131.428571428572,18611.312342848745,73
ADV-0060,DevOps Engineers,4,4.573991949647328,3908.5714285714284,3384.255205946134,73
ADV-0060,Junior Developers,6,6.132709980787636,5862.857142857142,5432.526838907417,129
ADV-0060,UX/UI Designers,7,6.252925152380526,6840.0,7713.591046267062,92
ADV-0061,Senior Developers,5,4.03224929274443,8971.42857142857,10290.819133550547,88
ADV-0061,QA Engineers,2,2.0347875428664115,3588.5714285714284,3501.925044794662,187
ADV-0061,UX/UI Designers,3,2.8983137250873847,5382.857142857142,6467.602872694166,91
ADV-0062,Business Analysts,6,5.957499177590904,12411.428571428572,11690.809744042941,75
ADV-0062,QA Engineers,3,3.132052014549302,6205.714285714286,6078.089709769517,155
ADV-0062,Senior Developers,2,1.6198876127326354,4137.142857142857,3939.64225413029,101
ADV-0062,Data Scientists,3,2.951215212207387,6205.714285714286,5904.016062492925,98
ADV-0063,Business Analysts,1,1.0180333651439561,1520.0,1922.7405399907052,149
ADV-0063,Junior Developers,4,3.357674962260708,6080.0,7609.951811606299,154
ADV-0063,UX/UI Designers,6,5.113083383864684,9120.0,8291.325786443613,183
ADV-0063,Senior Developers,3,2.6923662832146995,4560.0,5256.212524042589,65
ADV-0064,UX/UI Designers,1,1.1555420393573677,1645.7142857142858,2046.314800044294,174
ADV-0064,DevOps Engineers,1,1.1146333883326025,1645.7142857142858,1789.772230561713,121
ADV-0064,Project Managers,5,5.715528291572058,8228.57142857143,8844.416696187067,69
ADV-0064,QA Engineers,4,4.693528168399763,6582.857142857143,6002.257530482483,181
ADV-0065,Junior Developers,7,8.242567536965485,16000.0,17305.31510763164,195
ADV-0065,QA Engineers,7,8.227653393149142,16000.0,14704.99874603199,82
ADV-0065,UX/UI Designers,3,3.0842246589597657,6857.142857142858,5873.977548479384,174
ADV-0065,Project Managers,3,3.2150060394455915,6857.142857142858,8895.64888006123,160
ADV-0066,Senior Developers,10,10.899724790078476,7142.857142857143,9284.827012246587,199
ADV-0066,Project Managers,1,0.8696842700285564,714.2857142857143,781.1956397296528,74
ADV-0066,Data Scientists,4,4.115704297008122,2857.1428571428573,3481.233460323703,58
ADV-0067,QA Engineers,4,4.157099999901646,3062.8571428571427,2547.0540505461163,119
ADV-0067,DevOps Engineers,5,5.585680090547054,3828.5714285714284,3608.785769504949,142
ADV-0067,Junior Developers,2,1.785831723277162,1531.4285714285713,1971.781032804739,128
ADV-0067,Senior Developers,2,2.0090712718369064,1531.4285714285713,1445.087660735021,100
ADV-0067,UX/UI Designers,6,5.888198953498243,4594.285714285714,5367.950952122852,131
ADV-0067,Data Scientists,2,1.8840122129089973,1531.4285714285713,1267.0618721302042,88
ADV-0068,Junior Developers,6,5.558245973725528,5554.285714285714,5840.702329186762,110
ADV-0068,QA Engineers,4,4.701950883164581,3702.8571428571427,4581.81743891673,173
ADV-0068,Data Scientists,7,7.141526841735988,6480.0,7939.8798392733825,110
ADV-0068,Senior Developers,2,1.9187830096873715,1851.4285714285713,1762.100761611247,50
ADV-0068,Project Managers,6,5.485391078972727,5554.285714285714,5741.42997158681,72
ADV-0069,DevOps Engineers,7,7.075088064941157,10040.0,8524.183581316918,190
ADV-0069,Senior Developers,9,7.989801801106487,12908.571428571428,11040.334321974524,148
ADV-0069,Data Scientists,7,7.839137213607815,10040.0,10206.91968019132,59
ADV-0069,Project Managers,7,6.103039504343169,10040.0,10867.504012321482,79
ADV-0069,QA Engineers,10,11.182177567706592,14342.857142857141,11566.235257918916,179
ADV-0069,Junior Developers,7,7.099317608855746,10040.0,8306.665157664873,171
ADV-0070,Junior Developers,1,1.1237709953851258,1777.1428571428573,1952.7362925142722,83
ADV-0070,Business Analysts,3,3.2972406168157073,5331.428571428572,6318.352681003806,179
ADV-0070,Project Managers,7,6.197904938075064,12440.0,11178.849383558845,50
ADV-0070,QA Engineers,6,6.847066088122304,10662.857142857143,10075.99887735209,64
ADV-0070,UX/UI Designers,6,7.04438057370389,10662.857142857143,10253.372772096762,118
ADV-0070,Data Scientists,2,1.6848734236903273,3554.2857142857147,3537.025940538489,188
ADV-0071,Data Scientists,7,7.23969166995062,11400.0,10766.384662521827,131
ADV-0071,UX/UI Designers,1,1.0980965944689765,1628.5714285714287,1888.4911806994103,159
ADV-0071,QA Engineers,4,3.6957850390535754,6514.285714285715,7939.12577174742,119
ADV-0071,Business Analysts,9,8.754906712124983,14657.142857142857,17992.217314320715,152
ADV-0072,QA Engineers,1,1.040976443944577,2017.1428571428573,2309.450753122475,119
ADV-0072,UX/UI Designers,7,7.659339487333094,14120.0,14883.67177278838,153
ADV-0072,DevOps Engineers,3,2.486288060779735,6051.428571428572,6759.111257373018,71
ADV-0072,Data Scientists,1,0.8310849673566902,2017.1428571428573,2579.6903723891623,72
ADV-0072,Project Managers,7,6.103023410274957,14120.0,14069.443879958702,193
ADV-0072,Junior Developers,1,1.0012290401086437,2017.1428571428573,2579.9048905624527,80
ADV-0073,Junior Developers,5,4.657208678959686,10428.57142857143,10096.46363515741,108
ADV-0073,Project Managers,1,0.8722546791765262,2085.714285714286,2167.352967547231,171
ADV-0073,Business Analysts,4,3.2156470084892192,8342.857142857143,6798.5546739646525,123
ADV-0073,UX/UI Designers,7,7.992474232919129,14600.0,15590.318450615217,124
ADV-0074,QA Engineers,6,5.659725698983375,5382.857142857142,4863.0665904222715,124
ADV-0074,Project Managers,5,4.954096450358709,4485.714285714285,4733.960407974395,69
ADV-0074,Senior Developers,7,6.953526262264411,6280.0,7397.483231842943,80
ADV-0074,Business Analysts,2,2.24123156857526,1794.2857142857142,1538.9615120706405,74
ADV-0074,UX/UI Designers,7,8.004756433559928,6280.0,7160.979881872646,185
