project_id,date,expected_progress,actual_progress,progress_variance,risk_level,team_size_today,weather_impact,quality_score
PROJ_001,2025-07-25,100,98.8,-1.2,Low,5,None,0.92
PROJ_001,2025-07-28,100,100.0,0.0,Low,6,Minor,0.86
PROJ_001,2025-07-29,100,100.0,0.0,Low,5,None,0.87
PROJ_001,2025-07-30,100,100.0,0.0,Low,4,None,0.84
PROJ_001,2025-07-31,100,96.4,-3.6,Low,5,Severe,0.76
PROJ_002,2025-05-02,100,100.0,0.0,Low,11,None,0.89
PROJ_002,2025-05-05,100,96.6,-3.4,Low,13,None,0.73
PROJ_002,2025-05-06,100,100.0,0.0,Low,15,None,0.83
PROJ_002,2025-05-07,100,93.8,-6.2,Medium,11,None,0.93
PROJ_002,2025-05-08,100,97.1,-2.9,Low,14,None,0.86
PROJ_002,2025-05-09,100,97.9,-2.1,Low,15,None,0.78
PROJ_002,2025-05-12,100,90.7,-9.3,Medium,15,Minor,0.72
PROJ_002,2025-05-13,100,100.0,0.0,Low,13,None,0.81
PROJ_002,2025-05-14,100,97.1,-2.9,Low,12,None,0.95
PROJ_002,2025-05-15,100,100.0,0.0,Low,15,Minor,0.77
PROJ_002,2025-05-16,100,100.0,0.0,Low,15,None,0.84
PROJ_002,2025-05-19,100,97.7,-2.3,Low,15,None,0.71
PROJ_002,2025-05-20,100,97.3,-2.7,Low,11,None,0.98
PROJ_002,2025-05-21,100,100.0,0.0,Low,12,None,0.75
PROJ_002,2025-05-22,100,100.0,0.0,Low,11,Moderate,0.95
PROJ_002,2025-05-23,100,100.0,0.0,Low,14,None,0.88
PROJ_002,2025-05-26,100,100.0,0.0,Low,11,None,0.77
PROJ_002,2025-05-27,100,100.0,0.0,Low,13,None,0.95
PROJ_002,2025-05-28,100,100.0,0.0,Low,11,Minor,0.99
PROJ_002,2025-05-29,100,100.0,0.0,Low,13,None,0.82
PROJ_002,2025-05-30,100,100.0,0.0,Low,14,None,0.71
PROJ_002,2025-06-02,100,100.0,0.0,Low,14,None,0.75
PROJ_002,2025-06-03,100,100.0,0.0,Low,13,None,0.79
PROJ_002,2025-06-04,100,100.0,0.0,Low,12,Minor,0.98
PROJ_002,2025-06-05,100,100.0,0.0,Low,11,None,0.73
PROJ_002,2025-06-06,100,100.0,0.0,Low,12,None,0.93
PROJ_002,2025-06-09,100,94.2,-5.8,Medium,15,None,0.7
PROJ_002,2025-06-10,100,89.4,-10.6,High,12,None,0.73
PROJ_002,2025-06-11,100,100.0,0.0,Low,12,Minor,0.85
PROJ_002,2025-06-12,100,100.0,0.0,Low,11,None,0.87
PROJ_002,2025-06-13,100,98.9,-1.1,Low,13,Minor,0.91
PROJ_002,2025-06-16,100,99.6,-0.4,Low,14,None,0.77
PROJ_002,2025-06-17,100,100.0,0.0,Low,13,Moderate,0.82
PROJ_002,2025-06-18,100,98.2,-1.8,Low,13,None,0.93
PROJ_002,2025-06-19,100,88.3,-11.7,High,13,Moderate,0.75
PROJ_002,2025-06-20,100,93.2,-6.8,Medium,13,Minor,0.83
PROJ_002,2025-06-23,100,100.0,0.0,Low,11,None,0.75
PROJ_002,2025-06-24,100,100.0,-0.0,Low,11,Minor,0.92
PROJ_002,2025-06-25,100,94.6,-5.4,Medium,11,None,0.75
PROJ_002,2025-06-26,100,100.0,0.0,Low,12,None,0.77
PROJ_002,2025-06-27,100,94.6,-5.4,Medium,12,Moderate,0.83
PROJ_002,2025-06-30,100,95.5,-4.5,Low,13,None,0.87
PROJ_002,2025-07-01,100,98.2,-1.8,Low,12,Moderate,0.93
PROJ_002,2025-07-02,100,99.6,-0.4,Low,13,None,0.71
PROJ_002,2025-07-03,100,91.3,-8.7,Medium,12,None,0.86
PROJ_002,2025-07-04,100,100.0,0.0,Low,14,None,0.95
PROJ_002,2025-07-07,100,97.0,-3.0,Low,14,Minor,0.98
PROJ_002,2025-07-08,100,100.0,0.0,Low,14,None,0.8
PROJ_002,2025-07-09,100,100.0,0.0,Low,15,Minor,0.93
PROJ_002,2025-07-10,100,96.1,-3.9,Low,15,None,0.82
PROJ_002,2025-07-11,100,93.8,-6.2,Medium,12,None,0.79
PROJ_002,2025-07-14,100,100.0,0.0,Low,14,None,0.92
PROJ_002,2025-07-15,100,94.8,-5.2,Medium,12,None,0.71
PROJ_002,2025-07-16,100,91.3,-8.7,Medium,15,None,0.94
PROJ_002,2025-07-17,100,93.5,-6.5,Medium,14,None,0.73
PROJ_002,2025-07-18,100,93.8,-6.2,Medium,14,None,0.95
PROJ_002,2025-07-21,100,100.0,0.0,Low,12,None,0.9
PROJ_002,2025-07-22,100,100.0,0.0,Low,13,None,0.9
PROJ_002,2025-07-23,100,98.1,-1.9,Low,12,None,0.85
PROJ_002,2025-07-24,100,99.0,-1.0,Low,14,Moderate,0.94
PROJ_002,2025-07-25,100,100.0,0.0,Low,15,None,1.0
PROJ_002,2025-07-28,100,100.0,0.0,Low,12,None,0.83
PROJ_002,2025-07-29,100,100.0,0.0,Low,15,None,0.78
PROJ_002,2025-07-30,100,100.0,0.0,Low,13,None,0.93
PROJ_002,2025-07-31,100,100.0,0.0,Low,12,None,0.85
PROJ_003,2025-05-02,100,96.4,-3.6,Low,11,None,0.99
PROJ_003,2025-05-05,100,100.0,0.0,Low,12,None,0.97
PROJ_003,2025-05-06,100,100.0,0.0,Low,10,Minor,0.7
PROJ_003,2025-05-07,100,100.0,0.0,Low,9,None,0.92
PROJ_003,2025-05-08,100,99.7,-0.3,Low,10,None,0.9
PROJ_003,2025-05-09,100,98.2,-1.8,Low,10,None,0.92
PROJ_003,2025-05-12,100,98.6,-1.4,Low,10,None,0.88
PROJ_003,2025-05-13,100,95.0,-5.0,Low,10,None,0.72
PROJ_003,2025-05-14,100,98.8,-1.2,Low,10,Minor,0.84
PROJ_003,2025-05-15,100,100.0,0.0,Low,12,None,0.79
PROJ_003,2025-05-16,100,100.0,0.0,Low,9,Moderate,0.72
PROJ_003,2025-05-19,100,100.0,0.0,Low,13,None,0.81
PROJ_003,2025-05-20,100,100.0,0.0,Low,13,None,0.8
PROJ_003,2025-05-21,100,99.1,-0.9,Low,12,Severe,0.92
PROJ_003,2025-05-22,100,100.0,0.0,Low,13,Moderate,0.94
PROJ_003,2025-05-23,100,100.0,0.0,Low,10,None,0.78
PROJ_003,2025-05-26,100,100.0,0.0,Low,13,None,0.77
PROJ_003,2025-05-27,100,100.0,0.0,Low,12,None,0.9
PROJ_003,2025-05-28,100,100.0,0.0,Low,13,None,0.74
PROJ_003,2025-05-29,100,100.0,0.0,Low,13,Minor,0.89
PROJ_003,2025-05-30,100,100.0,0.0,Low,11,None,0.97
PROJ_003,2025-06-02,100,94.2,-5.8,Medium,13,Moderate,0.87
PROJ_003,2025-06-03,100,100.0,0.0,Low,9,None,0.94
PROJ_003,2025-06-04,100,100.0,0.0,Low,13,None,0.77
PROJ_003,2025-06-05,100,94.6,-5.4,Medium,9,None,0.73
PROJ_003,2025-06-06,100,100.0,0.0,Low,10,None,0.97
PROJ_003,2025-06-09,100,87.6,-12.4,High,11,Minor,0.8
PROJ_003,2025-06-10,100,95.9,-4.1,Low,13,Minor,0.88
PROJ_003,2025-06-11,100,91.8,-8.2,Medium,11,None,0.92
PROJ_003,2025-06-12,100,96.1,-3.9,Low,12,Minor,0.93
PROJ_003,2025-06-13,100,100.0,0.0,Low,12,None,1.0
PROJ_003,2025-06-16,100,100.0,0.0,Low,13,None,0.79
PROJ_003,2025-06-17,100,99.1,-0.9,Low,12,None,0.94
PROJ_003,2025-06-18,100,96.3,-3.7,Low,10,None,0.78
PROJ_003,2025-06-19,100,96.4,-3.6,Low,11,None,0.93
PROJ_003,2025-06-20,100,100.0,0.0,Low,11,None,0.86
PROJ_003,2025-06-23,100,100.0,0.0,Low,11,None,0.95
PROJ_003,2025-06-24,100,100.0,-0.0,Low,12,None,0.88
PROJ_003,2025-06-25,100,97.1,-2.9,Low,9,Moderate,0.86
PROJ_003,2025-06-26,100,96.5,-3.5,Low,11,Moderate,0.71
PROJ_003,2025-06-27,100,100.0,0.0,Low,9,Moderate,0.95
PROJ_003,2025-06-30,100,100.0,0.0,Low,10,None,0.98
PROJ_003,2025-07-01,100,100.0,0.0,Low,13,None,0.88
PROJ_003,2025-07-02,100,99.6,-0.4,Low,13,None,0.85
PROJ_003,2025-07-03,100,100.0,0.0,Low,11,None,1.0
PROJ_003,2025-07-04,100,89.7,-10.3,High,13,Minor,0.84
PROJ_003,2025-07-07,100,96.6,-3.4,Low,9,None,0.82
PROJ_003,2025-07-08,100,96.5,-3.5,Low,12,None,0.84
PROJ_003,2025-07-09,100,100.0,0.0,Low,9,Moderate,0.89
PROJ_003,2025-07-10,100,100.0,0.0,Low,13,None,0.96
PROJ_003,2025-07-11,100,97.3,-2.7,Low,9,None,0.82
PROJ_003,2025-07-14,100,100.0,0.0,Low,11,None,0.76
PROJ_003,2025-07-15,100,96.4,-3.6,Low,10,Minor,0.87
PROJ_003,2025-07-16,100,100.0,0.0,Low,10,None,0.9
PROJ_003,2025-07-17,100,97.2,-2.8,Low,9,None,0.79
PROJ_003,2025-07-18,100,99.6,-0.4,Low,11,None,0.88
PROJ_003,2025-07-21,100,99.6,-0.4,Low,10,None,0.85
PROJ_003,2025-07-22,100,96.9,-3.1,Low,10,None,0.95
PROJ_003,2025-07-23,100,95.0,-5.0,Medium,10,None,0.76
PROJ_003,2025-07-24,100,94.2,-5.8,Medium,10,Moderate,0.75
PROJ_003,2025-07-25,100,100.0,0.0,Low,12,None,0.82
PROJ_003,2025-07-28,100,100.0,0.0,Low,13,None,0.97
PROJ_003,2025-07-29,100,100.0,0.0,Low,10,Minor,0.99
PROJ_003,2025-07-30,100,96.6,-3.4,Low,10,None,0.81
PROJ_003,2025-07-31,100,98.0,-2.0,Low,10,None,0.97
PROJ_004,2025-05-02,100,93.5,-6.5,Medium,12,Minor,0.76
PROJ_004,2025-05-05,100,97.3,-2.7,Low,14,Minor,0.88
PROJ_004,2025-05-06,100,100.0,0.0,Low,13,Minor,0.89
PROJ_004,2025-05-07,100,97.2,-2.8,Low,12,None,0.7
PROJ_004,2025-05-08,100,100.0,0.0,Low,15,None,0.7
PROJ_004,2025-05-09,100,98.1,-1.9,Low,12,None,0.76
PROJ_004,2025-05-12,100,100.0,0.0,Low,13,None,0.95
PROJ_004,2025-05-13,100,96.9,-3.1,Low,14,None,0.72
PROJ_004,2025-05-14,100,93.9,-6.1,Medium,14,Minor,0.77
PROJ_004,2025-05-15,100,98.9,-1.1,Low,14,None,0.82
PROJ_004,2025-05-16,100,85.4,-14.6,High,13,None,0.85
PROJ_004,2025-05-19,100,100.0,0.0,Low,16,None,0.87
PROJ_004,2025-05-20,100,100.0,0.0,Low,12,None,0.99
PROJ_004,2025-05-21,100,100.0,0.0,Low,12,Moderate,0.93
PROJ_004,2025-05-22,100,86.8,-13.2,High,13,Moderate,0.95
PROJ_004,2025-05-23,100,100.0,0.0,Low,12,None,0.75
PROJ_004,2025-05-26,100,91.8,-8.2,Medium,12,None,0.91
PROJ_004,2025-05-27,100,100.0,0.0,Low,16,Moderate,0.74
PROJ_004,2025-05-28,100,100.0,0.0,Low,13,None,0.75
PROJ_004,2025-05-29,100,89.5,-10.5,High,15,None,0.82
PROJ_004,2025-05-30,100,86.8,-13.2,High,15,None,0.71
PROJ_004,2025-06-02,100,98.4,-1.6,Low,12,None,0.99
PROJ_004,2025-06-03,100,100.0,0.0,Low,16,None,0.73
PROJ_004,2025-06-04,100,100.0,0.0,Low,13,Minor,0.9
PROJ_004,2025-06-05,100,93.0,-7.0,Medium,15,None,0.78
PROJ_004,2025-06-06,100,100.0,0.0,Low,12,None,0.95
PROJ_004,2025-06-09,100,100.0,0.0,Low,16,None,0.82
PROJ_004,2025-06-10,100,94.4,-5.6,Medium,14,Minor,0.88
PROJ_004,2025-06-11,100,97.0,-3.0,Low,15,None,0.95
PROJ_004,2025-06-12,100,100.0,0.0,Low,14,None,0.75
PROJ_004,2025-06-13,100,97.2,-2.8,Low,16,None,0.87
PROJ_004,2025-06-16,100,100.0,0.0,Low,15,None,0.82
PROJ_004,2025-06-17,100,97.1,-2.9,Low,14,Minor,0.88
PROJ_004,2025-06-18,100,94.1,-5.9,Medium,16,None,0.87
PROJ_004,2025-06-19,100,99.5,-0.5,Low,14,None,0.76
PROJ_004,2025-06-20,100,93.8,-6.2,Medium,14,Minor,0.78
PROJ_004,2025-06-23,100,97.0,-3.0,Low,14,None,0.91
PROJ_004,2025-06-24,100,99.8,-0.2,Low,16,None,0.76
PROJ_004,2025-06-25,100,94.5,-5.5,Medium,12,None,0.78
PROJ_004,2025-06-26,100,100.0,0.0,Low,16,None,0.91
PROJ_004,2025-06-27,100,97.2,-2.8,Low,12,None,0.79
PROJ_004,2025-06-30,100,95.1,-4.9,Low,16,None,0.73
PROJ_004,2025-07-01,100,100.0,0.0,Low,12,None,0.89
PROJ_004,2025-07-02,100,94.8,-5.2,Medium,12,None,0.74
PROJ_004,2025-07-03,100,100.0,0.0,Low,12,None,0.96
PROJ_004,2025-07-04,100,93.5,-6.5,Medium,14,None,0.79
PROJ_004,2025-07-07,100,100.0,0.0,Low,12,Minor,0.97
PROJ_004,2025-07-08,100,100.0,0.0,Low,12,None,0.75
PROJ_004,2025-07-09,100,100.0,0.0,Low,13,None,0.87
PROJ_004,2025-07-10,100,97.2,-2.8,Low,16,None,0.88
PROJ_004,2025-07-11,100,100.0,0.0,Low,15,None,0.7
PROJ_004,2025-07-14,100,93.5,-6.5,Medium,16,Minor,0.7
PROJ_004,2025-07-15,100,100.0,0.0,Low,12,None,0.78
PROJ_004,2025-07-16,100,100.0,0.0,Low,14,None,0.91
PROJ_004,2025-07-17,100,100.0,0.0,Low,13,Minor,0.71
PROJ_004,2025-07-18,100,100.0,0.0,Low,16,Minor,0.79
PROJ_004,2025-07-21,100,100.0,0.0,Low,16,None,0.97
PROJ_004,2025-07-22,100,98.9,-1.1,Low,13,Minor,0.85
PROJ_004,2025-07-23,100,94.3,-5.7,Medium,12,Minor,0.79
PROJ_004,2025-07-24,100,100.0,0.0,Low,15,None,0.99
PROJ_004,2025-07-25,100,100.0,0.0,Low,13,Minor,0.93
PROJ_004,2025-07-28,100,100.0,0.0,Low,12,None,0.8
PROJ_004,2025-07-29,100,99.6,-0.4,Low,15,None,0.85
PROJ_004,2025-07-30,100,100.0,0.0,Low,13,None,0.76
PROJ_004,2025-07-31,100,100.0,0.0,Low,14,None,0.86
PROJ_005,2025-05-02,100,92.9,-7.1,Medium,2,None,0.93
PROJ_005,2025-05-05,100,92.5,-7.5,Medium,2,Moderate,0.78
PROJ_005,2025-05-06,100,94.2,-5.8,Medium,4,None,0.8
PROJ_005,2025-05-07,100,100.0,0.0,Low,6,Minor,0.96
PROJ_005,2025-05-08,100,100.0,0.0,Low,3,None,0.97
PROJ_005,2025-05-09,100,98.0,-2.0,Low,4,None,0.74
PROJ_005,2025-05-12,100,99.2,-0.8,Low,3,None,0.75
PROJ_005,2025-05-13,100,99.9,-0.1,Low,6,None,0.77
PROJ_005,2025-05-14,100,99.3,-0.7,Low,4,Minor,0.98
PROJ_005,2025-05-15,100,100.0,0.0,Low,2,Severe,0.88
PROJ_005,2025-05-16,100,97.9,-2.1,Low,5,None,0.89
PROJ_005,2025-05-19,100,100.0,0.0,Low,2,None,0.95
PROJ_005,2025-05-20,100,97.9,-2.1,Low,5,None,0.95
PROJ_005,2025-05-21,100,100.0,0.0,Low,5,None,0.79
PROJ_005,2025-05-22,100,100.0,0.0,Low,2,None,0.95
PROJ_005,2025-05-23,100,100.0,0.0,Low,4,Minor,0.9
PROJ_005,2025-05-26,100,100.0,0.0,Low,6,Moderate,0.74
PROJ_005,2025-05-27,100,96.1,-3.9,Low,3,None,0.97
PROJ_005,2025-05-28,100,97.9,-2.1,Low,4,None,0.89
PROJ_005,2025-05-29,100,95.4,-4.6,Low,6,None,0.93
PROJ_005,2025-05-30,100,95.8,-4.2,Low,6,None,0.7
PROJ_005,2025-06-02,100,100.0,0.0,Low,5,None,0.75
PROJ_005,2025-06-03,100,100.0,0.0,Low,3,None,0.96
PROJ_005,2025-06-04,100,100.0,0.0,Low,4,None,0.72
PROJ_005,2025-06-05,100,100.0,0.0,Low,2,None,0.82
PROJ_005,2025-06-06,100,100.0,0.0,Low,4,Minor,0.96
PROJ_005,2025-06-09,100,98.1,-1.9,Low,2,None,0.78
PROJ_005,2025-06-10,100,100.0,0.0,Low,2,Severe,0.83
PROJ_005,2025-06-11,100,100.0,0.0,Low,5,None,0.81
PROJ_005,2025-06-12,100,96.0,-4.0,Low,3,None,0.7
PROJ_005,2025-06-13,100,100.0,0.0,Low,5,None,0.78
PROJ_005,2025-06-16,100,100.0,0.0,Low,4,None,0.92
PROJ_005,2025-06-17,100,100.0,0.0,Low,2,None,0.91
PROJ_005,2025-06-18,100,94.7,-5.3,Medium,4,None,0.89
PROJ_005,2025-06-19,100,96.0,-4.0,Low,5,None,0.92
PROJ_005,2025-06-20,100,100.0,0.0,Low,2,None,0.94
PROJ_005,2025-06-23,100,95.9,-4.1,Low,6,Minor,0.91
PROJ_005,2025-06-24,100,100.0,0.0,Low,3,Minor,0.7
PROJ_005,2025-06-25,100,100.0,0.0,Low,3,None,0.71
PROJ_005,2025-06-26,100,97.1,-2.9,Low,3,None,1.0
PROJ_005,2025-06-27,100,100.0,0.0,Low,5,Minor,0.78
PROJ_005,2025-06-30,100,100.0,0.0,Low,5,Moderate,0.74
PROJ_005,2025-07-01,100,100.0,0.0,Low,5,Minor,0.7
PROJ_005,2025-07-02,100,94.7,-5.3,Medium,4,None,0.72
PROJ_005,2025-07-03,100,96.1,-3.9,Low,5,None,0.81
PROJ_005,2025-07-04,100,89.6,-10.4,High,3,Minor,0.8
PROJ_005,2025-07-07,100,99.6,-0.4,Low,3,None,0.79
PROJ_005,2025-07-08,100,95.4,-4.6,Low,4,None,0.74
PROJ_005,2025-07-09,100,97.5,-2.5,Low,5,None,0.93
PROJ_005,2025-07-10,100,100.0,0.0,Low,5,None,0.84
PROJ_005,2025-07-11,100,99.2,-0.8,Low,3,None,0.93
PROJ_005,2025-07-14,100,96.8,-3.2,Low,3,None,0.82
PROJ_005,2025-07-15,100,95.5,-4.5,Low,4,Minor,0.76
PROJ_005,2025-07-16,100,100.0,0.0,Low,2,None,0.75
PROJ_005,2025-07-17,100,99.0,-1.0,Low,6,None,0.94
PROJ_005,2025-07-18,100,96.9,-3.1,Low,3,None,0.78
PROJ_005,2025-07-21,100,97.2,-2.8,Low,4,None,0.71
PROJ_005,2025-07-22,100,98.0,-2.0,Low,2,Minor,0.85
PROJ_005,2025-07-23,100,94.1,-5.9,Medium,3,None,0.99
PROJ_005,2025-07-24,100,100.0,0.0,Low,3,Minor,0.89
PROJ_005,2025-07-25,100,97.2,-2.8,Low,6,None,0.98
PROJ_005,2025-07-28,100,100.0,0.0,Low,2,None,0.79
PROJ_005,2025-07-29,100,100.0,0.0,Low,3,None,0.88
PROJ_005,2025-07-30,100,97.8,-2.2,Low,2,None,0.99
PROJ_005,2025-07-31,100,100.0,0.0,Low,3,None,0.98
PROJ_006,2025-05-02,100,100.0,0.0,Low,4,Minor,0.76
PROJ_006,2025-05-05,100,100.0,0.0,Low,4,Minor,0.75
PROJ_006,2025-05-06,100,100.0,0.0,Low,3,None,0.72
PROJ_006,2025-05-07,100,94.5,-5.5,Medium,6,None,0.73
PROJ_006,2025-05-08,100,100.0,0.0,Low,2,None,0.97
PROJ_006,2025-05-09,100,93.0,-7.0,Medium,3,None,0.77
PROJ_006,2025-05-12,100,97.3,-2.7,Low,2,None,0.99
PROJ_006,2025-05-13,100,100.0,0.0,Low,3,Minor,0.86
PROJ_006,2025-05-14,100,100.0,0.0,Low,6,Minor,0.92
PROJ_006,2025-05-15,100,100.0,0.0,Low,5,Moderate,0.8
PROJ_006,2025-05-16,100,100.0,0.0,Low,5,Moderate,0.92
PROJ_006,2025-05-19,100,96.7,-3.3,Low,4,None,0.79
PROJ_006,2025-05-20,100,92.5,-7.5,Medium,4,None,0.85
PROJ_006,2025-05-21,100,100.0,-0.0,Low,3,None,0.99
PROJ_006,2025-05-22,100,97.1,-2.9,Low,3,Moderate,0.87
PROJ_006,2025-05-23,100,85.5,-14.5,High,5,Minor,0.94
PROJ_006,2025-05-26,100,96.0,-4.0,Low,3,None,0.94
PROJ_006,2025-05-27,100,90.5,-9.5,Medium,6,None,0.8
PROJ_006,2025-05-28,100,97.2,-2.8,Low,2,None,0.82
PROJ_006,2025-05-29,100,100.0,0.0,Low,3,None,0.84
PROJ_006,2025-05-30,100,98.1,-1.9,Low,2,None,0.73
PROJ_006,2025-06-02,100,100.0,0.0,Low,2,Minor,0.84
PROJ_006,2025-06-03,100,95.6,-4.4,Low,5,Moderate,0.86
PROJ_006,2025-06-04,100,87.1,-12.9,High,3,None,0.85
PROJ_006,2025-06-05,100,96.9,-3.1,Low,3,Moderate,0.77
PROJ_006,2025-06-06,100,99.5,-0.5,Low,2,Minor,0.87
PROJ_006,2025-06-09,100,100.0,0.0,Low,4,None,0.91
PROJ_006,2025-06-10,100,96.4,-3.6,Low,5,None,0.79
PROJ_006,2025-06-11,100,100.0,0.0,Low,6,Minor,0.74
PROJ_006,2025-06-12,100,100.0,0.0,Low,5,Minor,0.88
PROJ_006,2025-06-13,100,94.9,-5.1,Medium,4,None,0.96
PROJ_006,2025-06-16,100,97.1,-2.9,Low,4,None,0.81
PROJ_006,2025-06-17,100,94.2,-5.8,Medium,4,None,0.91
PROJ_006,2025-06-18,100,100.0,0.0,Low,6,None,0.74
PROJ_006,2025-06-19,100,100.0,0.0,Low,6,Minor,0.91
PROJ_006,2025-06-20,100,90.8,-9.2,Medium,3,None,0.83
PROJ_006,2025-06-23,100,100.0,0.0,Low,3,None,0.92
PROJ_006,2025-06-24,100,100.0,0.0,Low,2,Minor,0.94
PROJ_006,2025-06-25,100,96.5,-3.5,Low,3,None,0.81
PROJ_006,2025-06-26,100,99.9,-0.1,Low,2,Moderate,0.92
PROJ_006,2025-06-27,100,100.0,0.0,Low,3,None,0.8
PROJ_006,2025-06-30,100,100.0,0.0,Low,4,None,0.88
PROJ_006,2025-07-01,100,100.0,0.0,Low,4,None,0.92
PROJ_006,2025-07-02,100,94.4,-5.6,Medium,6,Minor,0.76
PROJ_006,2025-07-03,100,99.4,-0.6,Low,3,None,0.87
PROJ_006,2025-07-04,100,95.9,-4.1,Low,3,None,0.97
PROJ_006,2025-07-07,100,92.4,-7.6,Medium,3,Minor,0.71
PROJ_006,2025-07-08,100,96.0,-4.0,Low,5,None,0.96
PROJ_006,2025-07-09,100,97.0,-3.0,Low,4,None,0.99
PROJ_006,2025-07-10,100,100.0,0.0,Low,6,None,0.84
PROJ_006,2025-07-11,100,100.0,0.0,Low,5,None,0.95
PROJ_006,2025-07-14,100,99.3,-0.7,Low,3,None,0.85
PROJ_006,2025-07-15,100,95.1,-4.9,Low,3,None,0.83
PROJ_006,2025-07-16,100,100.0,0.0,Low,6,Minor,0.86
PROJ_006,2025-07-17,100,98.9,-1.1,Low,5,None,0.87
PROJ_006,2025-07-18,100,95.8,-4.2,Low,3,None,0.79
PROJ_006,2025-07-21,100,98.6,-1.4,Low,3,None,1.0
PROJ_006,2025-07-22,100,95.9,-4.1,Low,3,Moderate,0.96
