project_id,month,actual_budget,planned_budget
PROJ-003,2023-04,403394.06551420095,443680.4293548387
PROJ-003,2023-05,336179.29263765254,443680.4293548387
PROJ-004,2023-05,184867.11959225198,146219.3138983051
PROJ-004,2023-06,137233.14461796157,146219.3138983051
PROJ-004,2023-07,147776.66807524298,146219.3138983051
PROJ-004,2023-08,175847.15788768115,146219.3138983051
PROJ-004,2023-09,161632.88692162302,146219.3138983051
PROJ-004,2023-10,166855.19764222967,146219.3138983051
PROJ-004,2023-11,120695.70509273864,146219.3138983051
PROJ-004,2023-12,149855.61047563003,146219.3138983051
PROJ-004,2024-01,163395.7902248429,146219.3138983051
PROJ-004,2024-02,122404.57615599985,146219.3138983051
PROJ-004,2024-03,117702.59337067102,146219.3138983051
PROJ-005,2023-05,635763.1849205004,493106.87105882354
PROJ-005,2023-06,498028.83443397837,493106.87105882354
PROJ-005,2023-07,422344.80471006315,493106.87105882354
PROJ-005,2023-08,639930.5365422205,493106.87105882354
PROJ-005,2023-09,630807.7590853702,493106.87105882354
PROJ-005,2023-10,510353.81256566866,493106.87105882354
PROJ-006,2023-04,231723.56841398013,188457.21960061445
PROJ-006,2023-05,153257.98389456308,188457.21960061445
PROJ-006,2023-06,163453.24556190125,188457.21960061445
PROJ-006,2023-07,211112.5473377431,188457.21960061445
PROJ-006,2023-08,227655.69660649702,188457.21960061445
PROJ-006,2023-09,228748.35079471633,188457.21960061445
PROJ-006,2023-10,177659.53988641003,188457.21960061445
PROJ-006,2023-11,232304.06439466216,188457.21960061445
PROJ-006,2023-12,228138.21944070372,188457.21960061445
PROJ-006,2024-01,237716.35546358014,188457.21960061445
PROJ-006,2024-02,220721.92304939212,188457.21960061445
PROJ-006,2024-03,207565.45357777682,188457.21960061445
PROJ-006,2024-04,197580.80540154342,188457.21960061445
PROJ-006,2024-05,174015.67877530053,188457.21960061445
PROJ-006,2024-06,238225.01449191844,188457.21960061445
PROJ-006,2024-07,242016.44142077432,188457.21960061445
PROJ-006,2024-08,164024.22821162155,188457.21960061445
PROJ-006,2024-09,166448.86817263893,188457.21960061445
PROJ-006,2024-10,186830.50440083703,188457.21960061445
PROJ-006,2024-11,182625.31403381604,188457.21960061445
PROJ-006,2024-12,244367.66676926048,188457.21960061445
PROJ-006,2025-01,151812.68410669494,188457.21960061445
PROJ-006,2025-02,133963.9133825808,188457.21960061445
PROJ-007,2023-03,127223.31038049348,127691.14146750524
PROJ-007,2023-04,103084.24454372362,127691.14146750524
PROJ-007,2023-05,117460.68947661047,127691.14146750524
PROJ-007,2023-06,146398.1891485914,127691.14146750524
PROJ-007,2023-07,144618.38414160436,127691.14146750524
PROJ-007,2023-08,112985.77951906274,127691.14146750524
PROJ-007,2023-09,130950.3478262128,127691.14146750524
PROJ-007,2023-10,128366.42918701938,127691.14146750524
PROJ-007,2023-11,138136.22204875157,127691.14146750524
PROJ-007,2023-12,108572.85233431823,127691.14146750524
PROJ-007,2024-01,134576.56813330005,127691.14146750524
PROJ-007,2024-02,164381.36689576853,127691.14146750524
PROJ-007,2024-03,126675.39569429998,127691.14146750524
PROJ-007,2024-04,158804.2721189166,127691.14146750524
PROJ-007,2024-05,122664.78645470126,127691.14146750524
PROJ-007,2024-06,116204.94591624955,127691.14146750524
PROJ-007,2024-07,138808.18982457853,127691.14146750524
PROJ-008,2023-02,1753638.0482847379,1592255.8545054945
PROJ-008,2023-03,1940164.6170095433,1592255.8545054945
PROJ-008,2023-04,1334487.4027409665,1592255.8545054945
PROJ-008,2023-05,1591485.2471449755,1592255.8545054945
PROJ-009,2023-12,250308.89159967465,239942.75983298538
PROJ-009,2024-01,278605.31464711507,239942.75983298538
PROJ-009,2024-02,174237.3774834216,239942.75983298538
PROJ-009,2024-03,311141.04849550134,239942.75983298538
PROJ-009,2024-04,235615.80207630448,239942.75983298538
PROJ-009,2024-05,208207.01985342993,239942.75983298538
PROJ-009,2024-06,295152.7282821965,239942.75983298538
PROJ-009,2024-07,275605.7555958187,239942.75983298538
PROJ-009,2024-08,305169.5454595187,239942.75983298538
PROJ-009,2024-09,215576.61643403603,239942.75983298538
PROJ-009,2024-10,247539.10289198745,239942.75983298538
PROJ-009,2024-11,250350.39257378053,239942.75983298538
PROJ-009,2024-12,309094.01133205136,239942.75983298538
PROJ-009,2025-01,178807.20504860557,239942.75983298538
PROJ-009,2025-02,211969.80377138001,239942.75983298538
PROJ-009,2025-03,195444.5637011548,239942.75983298538
PROJ-009,2025-04,206611.09074788378,239942.75983298538
PROJ-010,2023-10,26930.81600221528,27170.790473282443
PROJ-010,2023-11,25095.271398071596,27170.790473282443
PROJ-010,2023-12,25454.000819061315,27170.790473282443
PROJ-010,2024-01,32782.3163481775,27170.790473282443
PROJ-010,2024-02,34181.12886445998,27170.790473282443
PROJ-010,2024-03,20167.510493649028,27170.790473282443
PROJ-010,2024-04,22425.445352662,27170.790473282443
PROJ-010,2024-05,29960.85325517462,27170.790473282443
PROJ-010,2024-06,24866.38326040684,27170.790473282443
PROJ-010,2024-07,23163.049684176967,27170.790473282443
PROJ-010,2024-08,23833.520555295672,27170.790473282443
PROJ-010,2024-09,24277.928870572192,27170.790473282443
PROJ-010,2024-10,32854.97083863885,27170.790473282443
PROJ-010,2024-11,21246.81907377305,27170.790473282443
PROJ-010,2024-12,30576.556628048078,27170.790473282443
PROJ-010,2025-01,28031.88678850347,27170.790473282443
PROJ-010,2025-02,23853.402323052036,27170.790473282443
PROJ-010,2025-03,25863.019948415807,27170.790473282443
PROJ-010,2025-04,23196.360440620778,27170.790473282443
PROJ-010,2025-05,28988.739876980206,27170.790473282443
PROJ-010,2025-06,20349.740358994193,27170.790473282443
PROJ-010,2025-07,19104.079423336538,27170.790473282443
PROJ-011,2023-02,412531.1380354596,383130.95261538465
PROJ-011,2023-03,312851.08575722465,383130.95261538465
PROJ-011,2023-04,284499.46349652397,383130.95261538465
PROJ-011,2023-05,359403.76625247044,383130.95261538465
PROJ-011,2023-06,279862.264226774,383130.95261538465
PROJ-011,2023-07,472005.95056033094,383130.95261538465
PROJ-011,2023-08,274540.1709004498,383130.95261538465
PROJ-012,2023-10,164256.21016858332,156834.9471378092
PROJ-012,2023-11,151045.3025393698,156834.9471378092
PROJ-012,2023-12,173022.77303901574,156834.9471378092
PROJ-012,2024-01,140663.94675038484,156834.9471378092
PROJ-012,2024-02,124374.02925466018,156834.9471378092
PROJ-012,2024-03,202176.64128601953,156834.9471378092
PROJ-012,2024-04,188728.91786597794,156834.9471378092
PROJ-012,2024-05,190749.37069448957,156834.9471378092
PROJ-012,2024-06,133333.35833506865,156834.9471378092
PROJ-012,2024-07,113438.84910927611,156834.9471378092
PROJ-012,2024-08,138322.04157396368,156834.9471378092
PROJ-012,2024-09,160324.43944328665,156834.9471378092
PROJ-012,2024-10,140522.66114021552,156834.9471378092
PROJ-012,2024-11,187687.73786410078,156834.9471378092
PROJ-012,2024-12,135336.91430540793,156834.9471378092
PROJ-012,2025-01,200615.59487287246,156834.9471378092
PROJ-012,2025-02,152813.557466257,156834.9471378092
PROJ-012,2025-03,189019.64967145823,156834.9471378092
PROJ-012,2025-04,128075.81241020534,156834.9471378092
PROJ-012,2025-05,148493.2637691638,156834.9471378092
PROJ-013,2023-08,275911.1803050736,246413.6598778004
PROJ-013,2023-09,192944.81702930946,246413.6598778004
PROJ-013,2023-10,192115.7331106088,246413.6598778004
PROJ-013,2023-11,315833.8386016942,246413.6598778004
PROJ-013,2023-12,278141.15888550435,246413.6598778004
PROJ-013,2024-01,178561.3201797794,246413.6598778004
PROJ-013,2024-02,231454.5126909255,246413.6598778004
PROJ-013,2024-03,236584.8208625768,246413.6598778004
PROJ-013,2024-04,282494.9243743985,246413.6598778004
PROJ-013,2024-05,209578.83831187978,246413.6598778004
PROJ-013,2024-06,199742.96311288956,246413.6598778004
PROJ-013,2024-07,184446.4841280516,246413.6598778004
PROJ-013,2024-08,235815.08432363853,246413.6598778004
PROJ-013,2024-09,274283.0301383181,246413.6598778004
PROJ-013,2024-10,181093.38002487062,246413.6598778004
PROJ-013,2024-11,307802.2604313676,246413.6598778004
PROJ-013,2024-12,237890.54104434847,246413.6598778004
PROJ-014,2023-01,125569.58399038149,148801.62176744186
PROJ-014,2023-02,112542.23392005434,148801.62176744186
PROJ-014,2023-03,120487.58939862189,148801.62176744186
PROJ-014,2023-04,187604.38235562958,148801.62176744186
PROJ-014,2023-05,161146.55493142453,148801.62176744186
PROJ-014,2023-06,150292.27987695372,148801.62176744186
PROJ-014,2023-07,162828.67405475915,148801.62176744186
PROJ-014,2023-08,143058.43556724483,148801.62176744186
PROJ-014,2023-09,169339.75579224539,148801.62176744186
PROJ-014,2023-10,108421.2775481971,148801.62176744186
PROJ-014,2023-11,154697.48817855178,148801.62176744186
PROJ-014,2023-12,118325.24445531704,148801.62176744186
PROJ-014,2024-01,114889.55192076511,148801.62176744186
PROJ-014,2024-02,134684.48455123714,148801.62176744186
PROJ-014,2024-03,112357.04515907506,148801.62176744186
PROJ-014,2024-04,112567.56277026914,148801.62176744186
PROJ-014,2024-05,131964.41852364372,148801.62176744186
PROJ-014,2024-06,191612.78835550818,148801.62176744186
PROJ-014,2024-07,119814.7923398834,148801.62176744186
PROJ-014,2024-08,105693.29510753769,148801.62176744186
PROJ-014,2024-09,172315.053722739,148801.62176744186
PROJ-014,2024-10,176203.11100341965,148801.62176744186
PROJ-015,2023-01,322389.8763923746,355139.96302788844
PROJ-015,2023-02,347612.5185679628,355139.96302788844
PROJ-015,2023-03,387054.3350976695,355139.96302788844
PROJ-015,2023-04,258838.5608570187,355139.96302788844
PROJ-015,2023-05,450845.7221347877,355139.96302788844
PROJ-015,2023-06,437535.3580970714,355139.96302788844
PROJ-015,2023-07,304190.2251681948,355139.96302788844
PROJ-015,2023-08,251859.12644325354,355139.96302788844
PROJ-015,2023-09,447498.2956836637,355139.96302788844
PROJ-016,2023-02,107619.47054569684,107552.36536082476
PROJ-016,2023-03,110093.4479912051,107552.36536082476
PROJ-016,2023-04,119423.80848450278,107552.36536082476
PROJ-016,2023-05,115028.40541678933,107552.36536082476
PROJ-016,2023-06,136197.32058141753,107552.36536082476
PROJ-016,2023-07,136220.55141250632,107552.36536082476
PROJ-016,2023-08,131248.23367791253,107552.36536082476
PROJ-016,2023-09,116354.68309025132,107552.36536082476
PROJ-016,2023-10,126973.05045888315,107552.36536082476
PROJ-016,2023-11,118985.28993503244,107552.36536082476
PROJ-016,2023-12,112286.84468363033,107552.36536082476
PROJ-017,2023-04,208416.8054172196,268198.1065181059
PROJ-017,2023-05,318276.7290827791,268198.1065181059
PROJ-017,2023-06,319795.04667979805,268198.1065181059
PROJ-017,2023-07,288464.17515215994,268198.1065181059
PROJ-017,2023-08,319760.8301843221,268198.1065181059
PROJ-017,2023-09,292574.8639052575,268198.1065181059
PROJ-017,2023-10,220998.08694218405,268198.1065181059
PROJ-017,2023-11,231824.1879269304,268198.1065181059
PROJ-017,2023-12,222270.11191377798,268198.1065181059
PROJ-017,2024-01,248446.7776357739,268198.1065181059
PROJ-017,2024-02,194008.57754844558,268198.1065181059
PROJ-017,2024-03,287227.3872388063,268198.1065181059
PROJ-017,2024-04,241896.5964669806,268198.1065181059
PROJ-018,2023-04,285378.39937831555,260992.89822222223
PROJ-018,2023-05,243046.497398068,260992.89822222223
PROJ-018,2023-06,289432.82491541,260992.89822222223
PROJ-018,2023-07,236035.38490965677,260992.89822222223
PROJ-018,2023-08,223518.68104053353,260992.89822222223
PROJ-018,2023-09,260372.38044924103,260992.89822222223
PROJ-018,2023-10,291198.7064747022,260992.89822222223
PROJ-018,2023-11,237243.05672743224,260992.89822222223
PROJ-018,2023-12,329370.1382159411,260992.89822222223
PROJ-018,2024-01,188831.44053741137,260992.89822222223
PROJ-018,2024-02,248143.59642631098,260992.89822222223
PROJ-018,2024-03,334214.0201983909,260992.89822222223
PROJ-018,2024-04,268505.09072748007,260992.89822222223
PROJ-019,2023-09,163617.5599343567,171492.03420183487
PROJ-019,2023-10,178542.44390845526,171492.03420183487
PROJ-019,2023-11,179304.31011598642,171492.03420183487
PROJ-019,2023-12,195327.48106660938,171492.03420183487
PROJ-019,2024-01,133183.0868084887,171492.03420183487
PROJ-019,2024-02,145769.92161727813,171492.03420183487
PROJ-019,2024-03,179779.62811361573,171492.03420183487
PROJ-019,2024-04,209266.5784576376,171492.03420183487
PROJ-019,2024-05,177857.8211328795,171492.03420183487
PROJ-019,2024-06,144594.90044505364,171492.03420183487
PROJ-019,2024-07,189997.20248923954,171492.03420183487
PROJ-019,2024-08,196177.49901301146,171492.03420183487
PROJ-019,2024-09,144557.7853789905,171492.03420183487
PROJ-019,2024-10,158910.9209815841,171492.03420183487
PROJ-019,2024-11,175024.16716069446,171492.03420183487
PROJ-019,2024-12,171138.19715884014,171492.03420183487
PROJ-019,2025-01,160134.26284181868,171492.03420183487
PROJ-019,2025-02,150669.6608572563,171492.03420183487
PROJ-019,2025-03,130332.39095458173,171492.03420183487
PROJ-020,2023-11,158407.06193208418,216376.1382214156
PROJ-020,2023-12,275906.60120732785,216376.1382214156
PROJ-020,2024-01,261444.23397908206,216376.1382214156
PROJ-020,2024-02,197539.1054832266,216376.1382214156
PROJ-020,2024-03,275680.6250972879,216376.1382214156
PROJ-020,2024-04,239325.41178527527,216376.1382214156
PROJ-020,2024-05,214106.908571754,216376.1382214156
PROJ-020,2024-06,215470.6894786328,216376.1382214156
PROJ-020,2024-07,162275.75231607576,216376.1382214156
PROJ-020,2024-08,163368.8503005978,216376.1382214156
PROJ-020,2024-09,229675.6013868018,216376.1382214156
PROJ-020,2024-10,223348.17366778775,216376.1382214156
PROJ-020,2024-11,179080.84100537893,216376.1382214156
PROJ-020,2024-12,274303.64947194164,216376.1382214156
PROJ-020,2025-01,252895.59008015273,216376.1382214156
PROJ-020,2025-02,166193.91620061008,216376.1382214156
PROJ-020,2025-03,272321.8036629104,216376.1382214156
PROJ-020,2025-04,277945.7357740758,216376.1382214156
PROJ-020,2025-05,280760.7504057393,216376.1382214156
PROJ-021,2023-01,254430.11135937585,346860.5863929619
PROJ-021,2023-02,396191.5617276689,346860.5863929619
PROJ-021,2023-03,356416.4089714294,346860.5863929619
PROJ-021,2023-04,389697.4839107404,346860.5863929619
PROJ-021,2023-05,444394.71925360395,346860.5863929619
PROJ-021,2023-06,385992.7061462351,346860.5863929619
PROJ-021,2023-07,416988.2785996938,346860.5863929619
PROJ-021,2023-08,423211.962944969,346860.5863929619
PROJ-021,2023-09,417303.96811410994,346860.5863929619
PROJ-021,2023-10,331479.0138101678,346860.5863929619
PROJ-021,2023-11,289124.20250463276,346860.5863929619
PROJ-021,2023-12,325352.09482360905,346860.5863929619
PROJ-022,2023-10,379428.87875665835,307195.49890909094
PROJ-022,2023-11,242058.6540416597,307195.49890909094
PROJ-022,2023-12,309651.7423330947,307195.49890909094
PROJ-022,2024-01,258024.8176771987,307195.49890909094
PROJ-022,2024-02,322181.4938344869,307195.49890909094
PROJ-022,2024-03,374128.2105704041,307195.49890909094
PROJ-022,2024-04,377302.42110764567,307195.49890909094
PROJ-022,2024-05,258662.02493090022,307195.49890909094
PROJ-022,2024-06,382340.5018233938,307195.49890909094
PROJ-022,2024-07,324132.1830888899,307195.49890909094
PROJ-022,2024-08,279588.1306496656,307195.49890909094
PROJ-022,2024-09,345566.89465349424,307195.49890909094
PROJ-022,2024-10,303816.407641769,307195.49890909094
PROJ-022,2024-11,284706.50103379425,307195.49890909094
PROJ-023,2023-04,263839.0858952104,234930.71597189695
PROJ-023,2023-05,199511.26738821517,234930.71597189695
PROJ-023,2023-06,211003.37903671977,234930.71597189695
PROJ-023,2023-07,225691.15090889233,234930.71597189695
PROJ-023,2023-08,200210.14202272208,234930.71597189695
PROJ-023,2023-09,221568.15099684687,234930.71597189695
PROJ-023,2023-10,245005.44136235132,234930.71597189695
PROJ-023,2023-11,268898.0129764504,234930.71597189695
PROJ-023,2023-12,272594.08285877854,234930.71597189695
PROJ-023,2024-01,280430.7370570242,234930.71597189695
PROJ-023,2024-02,269354.40762052033,234930.71597189695
PROJ-023,2024-03,260449.74930810824,234930.71597189695
PROJ-023,2024-04,197930.0403895471,234930.71597189695
PROJ-023,2024-05,220866.29164278903,234930.71597189695
PROJ-023,2024-06,231789.44198728498,234930.71597189695
PROJ-024,2023-11,315921.2046345569,421377.2757746479
PROJ-024,2023-12,428549.9904300165,421377.2757746479
PROJ-024,2024-01,405281.2954693952,421377.2757746479
PROJ-024,2024-02,497758.4591793738,421377.2757746479
PROJ-024,2024-03,542203.1649089821,421377.2757746479
PROJ-024,2024-04,435536.82614236756,421377.2757746479
PROJ-025,2023-12,50504.91154113056,56517.7291503268
PROJ-025,2024-01,41034.15863444365,56517.7291503268
PROJ-025,2024-02,70917.65518416879,56517.7291503268
PROJ-025,2024-03,70730.21023758566,56517.7291503268
PROJ-025,2024-04,48141.46828049573,56517.7291503268
PROJ-025,2024-05,63144.244907548404,56517.7291503268
PROJ-025,2024-06,42120.44398582705,56517.7291503268
PROJ-025,2024-07,45198.8816619798,56517.7291503268
PROJ-025,2024-08,46914.54542325654,56517.7291503268
PROJ-025,2024-09,49548.88787955774,56517.7291503268
PROJ-025,2024-10,73331.68716521325,56517.7291503268
PROJ-026,2023-10,285768.3052428569,255571.27292418774
PROJ-026,2023-11,237814.46171016624,255571.27292418774
PROJ-026,2023-12,291928.9504463021,255571.27292418774
PROJ-026,2024-01,319247.5213367892,255571.27292418774
PROJ-026,2024-02,325909.96781695535,255571.27292418774
PROJ-026,2024-03,187772.9010507068,255571.27292418774
PROJ-026,2024-04,239396.95400690328,255571.27292418774
PROJ-026,2024-05,195270.1612450989,255571.27292418774
PROJ-026,2024-06,230370.93306491655,255571.27292418774
PROJ-026,2024-07,204919.07646387754,255571.27292418774
PROJ-027,2023-08,229218.84266913577,210657.97552238806
PROJ-027,2023-09,196535.68190406504,210657.97552238806
PROJ-027,2023-10,176454.88250107827,210657.97552238806
PROJ-027,2023-11,181073.74979822643,210657.97552238806
PROJ-027,2023-12,193006.32381289004,210657.97552238806
PROJ-027,2024-01,180316.88997339248,210657.97552238806
PROJ-027,2024-02,204747.86239588025,210657.97552238806
PROJ-027,2024-03,151545.1505683753,210657.97552238806
PROJ-027,2024-04,182821.23129282356,210657.97552238806
PROJ-027,2024-05,199434.96806975233,210657.97552238806
PROJ-027,2024-06,223649.06943483345,210657.97552238806
PROJ-027,2024-07,181708.21592040535,210657.97552238806
PROJ-027,2024-08,164294.48817527015,210657.97552238806
PROJ-027,2024-09,157091.91348590996,210657.97552238806
PROJ-027,2024-10,266338.90123689914,210657.97552238806
PROJ-027,2024-11,200121.5871217177,210657.97552238806
PROJ-028,2023-04,213787.79010540538,203860.2888659794
PROJ-028,2023-05,255132.36063180486,203860.2888659794
PROJ-028,2023-06,152823.6722931461,203860.2888659794
PROJ-028,2023-07,249932.0804612921,203860.2888659794
PROJ-028,2023-08,210170.32002526868,203860.2888659794
PROJ-028,2023-09,162864.09826042515,203860.2888659794
PROJ-028,2023-10,193005.3543250088,203860.2888659794
PROJ-028,2023-11,237815.5379172506,203860.2888659794
PROJ-028,2023-12,201459.23239729513,203860.2888659794
PROJ-028,2024-01,263218.62154875946,203860.2888659794
PROJ-028,2024-02,188783.4713493577,203860.2888659794
PROJ-028,2024-03,234387.75146266067,203860.2888659794
PROJ-028,2024-04,190771.16776025295,203860.2888659794
PROJ-028,2024-05,244122.39673652445,203860.2888659794
PROJ-028,2024-06,212310.06982162874,203860.2888659794
PROJ-028,2024-07,150470.72616216028,203860.2888659794
PROJ-028,2024-08,147206.1121499004,203860.2888659794
PROJ-028,2024-09,159074.48116859788,203860.2888659794
PROJ-028,2024-10,144374.50462558388,203860.2888659794
PROJ-028,2024-11,151919.83409345863,203860.2888659794
PROJ-029,2023-08,914790.0244266279,820418.4116923077
PROJ-029,2023-09,837325.4015366393,820418.4116923077
PROJ-029,2023-10,943437.2397793008,820418.4116923077
PROJ-029,2023-11,1023799.6858320314,820418.4116923077
PROJ-029,2023-12,862333.3581323915,820418.4116923077
PROJ-030,2023-10,640318.0484032033,563822.7964227642
PROJ-030,2023-11,650791.741768746,563822.7964227642
PROJ-030,2023-12,522500.40948946576,563822.7964227642
PROJ-030,2024-01,476233.43209945865,563822.7964227642
PROJ-030,2024-02,464041.49580311886,563822.7964227642
PROJ-030,2024-03,479737.3451268773,563822.7964227642
PROJ-030,2024-04,487615.9875351744,563822.7964227642
PROJ-030,2024-05,464779.76103183744,563822.7964227642
PROJ-030,2024-06,691772.4570645657,563822.7964227642
PROJ-030,2024-07,650763.978050506,563822.7964227642
