id_projeto,data,mes_ano,orcado,realizado,variacao
PROJ-0003,2024-02-01,2024-02,29710.65235737352,24396.77961526897,-17.88541253886594
PROJ-0003,2024-03-01,2024-03,29710.65235737352,32156.27060842552,8.231452549863157
PROJ-0003,2024-04-01,2024-04,29710.65235737352,37586.51497943058,26.508548271921228
PROJ-0003,2024-05-01,2024-05,29710.65235737352,36310.1117360703,22.21243512029092
PROJ-0003,2024-06-01,2024-06,29710.65235737352,33808.460606756926,13.792387323216822
PROJ-0003,2024-07-01,2024-07,29710.65235737352,25835.133197800824,-13.044207555445624
PROJ-0003,2024-08-01,2024-08,29710.65235737352,27545.212016344576,-7.28843081256522
PROJ-0003,2024-09-01,2024-09,29710.65235737352,36774.526729440055,23.77556132763081
PROJ-0003,2024-10-01,2024-10,29710.65235737352,26484.183014261456,-10.859638167154976
PROJ-0003,2024-11-01,2024-11,29710.65235737352,27904.830116459547,-6.078029587478271
PROJ-0003,2024-12-01,2024-12,29710.65235737352,25693.781832377317,-13.519967440227902
PROJ-0003,2025-01-01,2025-01,29710.65235737352,33812.330195654926,13.805411570720558
PROJ-0003,2025-02-01,2025-02,29710.65235737352,37791.68693897798,27.199115268160483
PROJ-0003,2025-03-01,2025-03,29710.65235737352,27764.129726887604,-6.551598420230702
PROJ-0003,2025-04-01,2025-04,29710.65235737352,30830.842113014685,3.770330392503684
PROJ-0003,2025-05-01,2025-05,29710.65235737352,33191.84562741201,11.716986985560215
PROJ-0003,2025-06-01,2025-06,29710.65235737352,38615.919007730314,29.97331241078153
PROJ-0003,2025-07-01,2025-07,29710.65235737352,25325.479877594753,-14.759596750121394
PROJ-0004,2024-01-01,2024-01,153915.4816438356,161501.2676848052,4.928539975285457
PROJ-0004,2024-02-01,2024-02,153915.4816438356,152770.359687831,-0.7439940048749989
PROJ-0004,2024-03-01,2024-03,153915.4816438356,189763.94918864054,23.29100826111776
PROJ-0005,2023-05-01,2023-05,143784.7941401274,149246.29642252915,3.7983865505827943
PROJ-0005,2023-06-01,2023-06,143784.7941401274,123006.27557543013,-14.451123770742596
PROJ-0005,2023-07-01,2023-07,143784.7941401274,160638.10787588076,11.72120726432918
PROJ-0005,2023-08-01,2023-08,143784.7941401274,170441.10157423798,18.53903091319399
PROJ-0005,2023-09-01,2023-09,143784.7941401274,115234.97540090507,-19.85593741671927
PROJ-0005,2023-10-01,2023-10,143784.7941401274,176780.2904063476,22.947834271031475
PROJ-0005,2023-11-01,2023-11,143784.7941401274,128401.4746926737,-10.69884999971672
PROJ-0005,2023-12-01,2023-12,143784.7941401274,154717.42528598034,7.603468232668892
PROJ-0005,2024-01-01,2024-01,143784.7941401274,144920.51433226417,0.789875034372507
PROJ-0005,2024-02-01,2024-02,143784.7941401274,166765.47324885297,15.982690830526522
PROJ-0005,2024-03-01,2024-03,143784.7941401274,141711.5334994445,-1.4419192607129077
PROJ-0006,2023-05-01,2023-05,819807.1102439024,1012364.7064311169,23.48815883408554
PROJ-0006,2023-06-01,2023-06,819807.1102439024,955278.7435557782,16.52481804793951
PROJ-0007,2023-04-01,2023-04,486438.0735483871,546686.6324105918,12.385658553146072
PROJ-0007,2023-05-01,2023-05,486438.0735483871,582811.3295320173,19.812029778142715
PROJ-0007,2023-06-01,2023-06,486438.0735483871,572543.2150995448,17.701151746419114
PROJ-0007,2023-07-01,2023-07,486438.0735483871,397891.4287360707,-18.203066253922334
PROJ-0007,2023-08-01,2023-08,486438.0735483871,485157.36816253245,-0.26328230775859396
PROJ-0008,2023-03-01,2023-03,23124.83577039275,29262.251558477685,26.540364865824493
PROJ-0008,2023-04-01,2023-04,23124.83577039275,19953.54515271316,-13.71378655038869
PROJ-0008,2023-05-01,2023-05,23124.83577039275,27022.4869541463,16.85482752160256
PROJ-0008,2023-06-01,2023-06,23124.83577039275,29768.506406463744,28.729590566766483
PROJ-0008,2023-07-01,2023-07,23124.83577039275,19103.410978366508,-17.39006854775142
PROJ-0008,2023-08-01,2023-08,23124.83577039275,26387.67934284284,14.10969403133052
PROJ-0008,2023-09-01,2023-09,23124.83577039275,23912.862432721984,3.407707065051518
PROJ-0008,2023-10-01,2023-10,23124.83577039275,25196.534947722066,8.958762768736108
PROJ-0008,2023-11-01,2023-11,23124.83577039275,19486.62081162712,-15.732933175783756
PROJ-0008,2023-12-01,2023-12,23124.83577039275,18997.13296576828,-17.849652406653025
PROJ-0008,2024-01-01,2024-01,23124.83577039275,26210.459619309357,13.343333027546088
PROJ-0008,2024-02-01,2024-02,23124.83577039275,28019.3162927241,21.165471491035895
PROJ-0009,2024-01-01,2024-01,210815.89007092197,251083.3414982394,19.10076674664836
PROJ-0009,2024-02-01,2024-02,210815.89007092197,225974.1563296308,7.190286393311869
PROJ-0009,2024-03-01,2024-03,210815.89007092197,179179.46844992606,-15.006658943191091
PROJ-0009,2024-04-01,2024-04,210815.89007092197,241178.06297455844,14.40222219180069
PROJ-0009,2024-05-01,2024-05,210815.89007092197,194149.722199102,-7.905555822292703
PROJ-0009,2024-06-01,2024-06,210815.89007092197,264686.5918015707,25.55343513836918
PROJ-0009,2024-07-01,2024-07,210815.89007092197,257012.54100086217,21.913267977285244
PROJ-0009,2024-08-01,2024-08,210815.89007092197,243427.3128605775,15.469148354369544
PROJ-0009,2024-09-01,2024-09,210815.89007092197,268668.6144161048,27.44229779155652
PROJ-0009,2024-10-01,2024-10,210815.89007092197,171964.8216915119,-18.428908924436353
PROJ-0010,2023-02-01,2023-02,32950.25565804275,38489.20063709012,16.8100212530381
PROJ-0010,2023-03-01,2023-03,32950.25565804275,31800.996530612778,-3.4878610331797333
PROJ-0010,2023-04-01,2023-04,32950.25565804275,41287.75581463253,25.303294284318262
PROJ-0010,2023-05-01,2023-05,32950.25565804275,30753.712480269696,-6.666240166901121
PROJ-0010,2023-06-01,2023-06,32950.25565804275,38302.30801034605,16.242824965750856
PROJ-0010,2023-07-01,2023-07,32950.25565804275,40819.55136394046,23.882350982539073
PROJ-0010,2023-08-01,2023-08,32950.25565804275,27046.505934239216,-17.91715908086588
PROJ-0010,2023-09-01,2023-09,32950.25565804275,32911.49923111394,-0.11762102039819311
PROJ-0010,2023-10-01,2023-10,32950.25565804275,38919.343274213184,18.115451601096936
PROJ-0010,2023-11-01,2023-11,32950.25565804275,33855.05138290815,2.7459444753793534
PROJ-0010,2023-12-01,2023-12,32950.25565804275,30763.225764925806,-6.6373685103202344
PROJ-0010,2024-01-01,2024-01,32950.25565804275,29981.52574579889,-9.009732558840499
PROJ-0010,2024-02-01,2024-02,32950.25565804275,28526.984785732875,-13.424086654181105
PROJ-0010,2024-03-01,2024-03,32950.25565804275,40481.52359109928,22.856477992814114
PROJ-0010,2024-04-01,2024-04,32950.25565804275,35839.25834212172,8.7677701625778
PROJ-0010,2024-05-01,2024-05,32950.25565804275,27618.656259381205,-16.1807527504272
PROJ-0010,2024-06-01,2024-06,32950.25565804275,32663.264262128774,-0.8709838214682293
PROJ-0010,2024-07-01,2024-07,32950.25565804275,32418.663430481094,-1.6133174597445041
PROJ-0010,2024-08-01,2024-08,32950.25565804275,29354.38092491549,-10.913040464526851
PROJ-0010,2024-09-01,2024-09,32950.25565804275,33535.2483266021,1.7753812736095327
PROJ-0010,2024-10-01,2024-10,32950.25565804275,31831.584023222997,-3.3950317303431774
PROJ-0010,2024-11-01,2024-11,32950.25565804275,31991.464266851082,-2.9098147253908735
PROJ-0010,2024-12-01,2024-12,32950.25565804275,38535.76153503247,16.95132788939793
PROJ-0010,2025-01-01,2025-01,32950.25565804275,30038.497342172384,-8.836830724740185
PROJ-0010,2025-02-01,2025-02,32950.25565804275,36934.92939690658,12.092997942767774
PROJ-0010,2025-03-01,2025-03,32950.25565804275,35761.73002545557,8.532481194046746
PROJ-0010,2025-04-01,2025-04,32950.25565804275,35719.60128591047,8.404625616893362
PROJ-0010,2025-05-01,2025-05,32950.25565804275,37283.33530570017,13.150367307088793
PROJ-0010,2025-06-01,2025-06,32950.25565804275,35394.86867189662,7.419101809782699
PROJ-0010,2025-07-01,2025-07,32950.25565804275,40846.044937849256,23.96275574231923
PROJ-0011,2023-12-01,2023-12,596503.19125,678695.3933966492,13.779004597512987
PROJ-0011,2024-01-01,2024-01,596503.19125,640335.2154697545,7.348162568569407
PROJ-0011,2024-02-01,2024-02,596503.19125,724680.727616569,21.48815601438224
PROJ-0012,2024-01-01,2024-01,46264.558360655734,51033.19825276258,10.307328246673986
PROJ-0012,2024-02-01,2024-02,46264.558360655734,43746.4767100379,-5.44278761074105
PROJ-0012,2024-03-01,2024-03,46264.558360655734,41802.22415261219,-9.64525409117144
PROJ-0012,2024-04-01,2024-04,46264.558360655734,40535.33555339481,-12.38361071686606
PROJ-0012,2024-05-01,2024-05,46264.558360655734,57818.09577534215,24.972760627305078
PROJ-0012,2024-06-01,2024-06,46264.558360655734,53438.697752720116,15.506771589903288
PROJ-0012,2024-07-01,2024-07,46264.558360655734,58695.34641776136,26.868921908216038
PROJ-0012,2024-08-01,2024-08,46264.558360655734,50967.16116552676,10.164590285747149
PROJ-0012,2024-09-01,2024-09,46264.558360655734,47962.48804347821,3.670044074745629
PROJ-0013,2024-04-01,2024-04,25683.174453781514,21313.394065028548,-17.014175551455534
PROJ-0013,2024-05-01,2024-05,25683.174453781514,29171.492506766474,13.58211407730149
PROJ-0013,2024-06-01,2024-06,25683.174453781514,28023.02413584884,9.110437988411558
PROJ-0013,2024-07-01,2024-07,25683.174453781514,33262.39344287364,29.510444679381074
PROJ-0014,2023-10-01,2023-10,48669.37564954683,44755.35471752271,-8.042061110887849
PROJ-0014,2023-11-01,2023-11,48669.37564954683,51850.82837748848,6.5368677643417925
PROJ-0014,2023-12-01,2023-12,48669.37564954683,54776.344056982176,12.547866755903634
PROJ-0014,2024-01-01,2024-01,48669.37564954683,54621.42553159637,12.22955873711718
PROJ-0014,2024-02-01,2024-02,48669.37564954683,52594.4036653479,8.064677147420134
PROJ-0014,2024-03-01,2024-03,48669.37564954683,57841.80111327284,18.84640051636127
PROJ-0014,2024-04-01,2024-04,48669.37564954683,43923.65426341702,-9.750939523659179
PROJ-0014,2024-05-01,2024-05,48669.37564954683,56593.41191547971,16.281360013720793
PROJ-0014,2024-06-01,2024-06,48669.37564954683,54016.54784968143,10.98672857165446
PROJ-0014,2024-07-01,2024-07,48669.37564954683,60741.20863270735,24.803755589728667
PROJ-0014,2024-08-01,2024-08,48669.37564954683,59551.71272040371,22.359721951679084
PROJ-0014,2024-09-01,2024-09,48669.37564954683,46604.5053358298,-4.242648043372338
PROJ-0014,2024-10-01,2024-10,48669.37564954683,45657.649588458306,-6.188133751242347
PROJ-0014,2024-11-01,2024-11,48669.37564954683,62823.727707737984,29.08266619262239
PROJ-0014,2024-12-01,2024-12,48669.37564954683,51766.33409808291,6.3632590457628275
PROJ-0014,2025-01-01,2025-01,48669.37564954683,60992.971714325504,25.321048195721843
PROJ-0014,2025-02-01,2025-02,48669.37564954683,42923.49407373977,-11.80594881097589
PROJ-0014,2025-03-01,2025-03,48669.37564954683,54578.29813915932,12.14094574000871
PROJ-0014,2025-04-01,2025-04,48669.37564954683,58643.195360769845,20.493009368029306
PROJ-0014,2025-05-01,2025-05,48669.37564954683,61990.06816499695,27.36976247932234
PROJ-0014,2025-06-01,2025-06,48669.37564954683,47144.56754205177,-3.132992949148825
PROJ-0014,2025-07-01,2025-07,48669.37564954683,56577.69096857829,16.249058496202622
PROJ-0015,2023-02-01,2023-02,200426.4413114754,214337.34001624968,6.94065045198095
PROJ-0015,2023-03-01,2023-03,200426.4413114754,166416.9729951997,-16.96855369667659
PROJ-0015,2023-04-01,2023-04,200426.4413114754,229488.24897652253,14.49998686544717
PROJ-0015,2023-05-01,2023-05,200426.4413114754,229497.9517136345,14.504827911892171
PROJ-0015,2023-06-01,2023-06,200426.4413114754,253600.2581269974,26.53034024232685
PROJ-0016,2023-10-01,2023-10,364124.5589915967,381841.484764432,4.865622308448621
PROJ-0016,2023-11-01,2023-11,364124.5589915967,333219.65467384,-8.487453964474266
PROJ-0016,2023-12-01,2023-12,364124.5589915967,299413.0384733922,-17.77180882756604
PROJ-0016,2024-01-01,2024-01,364124.5589915967,366972.4111559315,0.782109334295285
PROJ-0016,2024-02-01,2024-02,364124.5589915967,346267.2898272366,-4.9041649961249085
PROJ-0017,2023-08-01,2023-08,385218.2,454767.0936437833,18.054415301193778
PROJ-0017,2023-09-01,2023-09,385218.2,376409.75534504565,-2.286611757947668
PROJ-0017,2023-10-01,2023-10,385218.2,490974.3089581254,27.453559815742196
PROJ-0017,2023-11-01,2023-11,385218.2,493524.2621182944,28.11551014938921
PROJ-0017,2023-12-01,2023-12,385218.2,427767.20474410156,11.045429510885402
PROJ-0018,2023-01-01,2023-01,26835.24583783784,33928.61022121098,26.433014350744145
PROJ-0018,2023-02-01,2023-02,26835.24583783784,31677.053361187,18.04271722572478
PROJ-0018,2023-03-01,2023-03,26835.24583783784,28805.7531224499,7.3429820487563084
PROJ-0018,2023-04-01,2023-04,26835.24583783784,23887.500557061892,-10.984603228861094
PROJ-0018,2023-05-01,2023-05,26835.24583783784,27621.490947730657,2.9298971756919983
PROJ-0018,2023-06-01,2023-06,26835.24583783784,28993.798724520875,8.043723168130878
PROJ-0018,2023-07-01,2023-07,26835.24583783784,33060.507377005764,23.198079036750507
PROJ-0018,2023-08-01,2023-08,26835.24583783784,27926.546414915836,4.066668826783243
PROJ-0018,2023-09-01,2023-09,26835.24583783784,33512.85693212706,24.883733633897833
PROJ-0018,2023-10-01,2023-10,26835.24583783784,30516.35698656514,13.717448951173445
PROJ-0018,2023-11-01,2023-11,26835.24583783784,23306.39843856963,-13.150046847316432
PROJ-0018,2023-12-01,2023-12,26835.24583783784,34818.48149522397,29.74906846625465
PROJ-0018,2024-01-01,2024-01,26835.24583783784,28542.405702804575,6.361633037695633
PROJ-0018,2024-02-01,2024-02,26835.24583783784,26726.00352913725,-0.40708517954605483
PROJ-0018,2024-03-01,2024-03,26835.24583783784,30311.93662259152,12.95568822347633
PROJ-0018,2024-04-01,2024-04,26835.24583783784,22929.286095659296,-14.555334300948047
PROJ-0018,2024-05-01,2024-05,26835.24583783784,30009.032205725714,11.826932337667717
PROJ-0018,2024-06-01,2024-06,26835.24583783784,28153.339449599815,4.911800024963647
PROJ-0018,2024-07-01,2024-07,26835.24583783784,26924.7959924133,0.3337034999291575
PROJ-0018,2024-08-01,2024-08,26835.24583783784,34255.459948628864,27.651001058944956
PROJ-0018,2024-09-01,2024-09,26835.24583783784,28479.437549539667,6.12698583660266
PROJ-0018,2024-10-01,2024-10,26835.24583783784,24408.232384741863,-9.04412602650308
PROJ-0018,2024-11-01,2024-11,26835.24583783784,27626.395570109886,2.948173968864932
PROJ-0018,2024-12-01,2024-12,26835.24583783784,33804.19018122995,25.969370228633636
PROJ-0018,2025-01-01,2025-01,26835.24583783784,23830.979302313488,-11.195226433470268
PROJ-0018,2025-02-01,2025-02,26835.24583783784,24338.99153623758,-9.302148065588154
PROJ-0018,2025-03-01,2025-03,26835.24583783784,21643.022497231323,-19.348521612145813
PROJ-0018,2025-04-01,2025-04,26835.24583783784,21658.593402263512,-19.290497530211642
PROJ-0018,2025-05-01,2025-05,26835.24583783784,32596.66077290826,21.469581347925626
PROJ-0018,2025-06-01,2025-06,26835.24583783784,31291.541739304983,16.606130342147793
PROJ-0018,2025-07-01,2025-07,26835.24583783784,26232.003686477252,-2.247947177402086
PROJ-0019,2023-01-01,2023-01,133201.9224888889,153069.73231018786,14.915557861378637
PROJ-0019,2023-02-01,2023-02,133201.9224888889,132882.6325728562,-0.23970368450148882
PROJ-0019,2023-03-01,2023-03,133201.9224888889,170025.3805713177,27.644839799891372
PROJ-0019,2023-04-01,2023-04,133201.9224888889,170968.17614810256,28.352634071301743
PROJ-0019,2023-05-01,2023-05,133201.9224888889,132721.9810308482,-0.36031120953283136
PROJ-0019,2023-06-01,2023-06,133201.9224888889,163453.53806947474,22.7110953170434
PROJ-0019,2023-07-01,2023-07,133201.9224888889,158050.01129570877,18.654452084873306
PROJ-0019,2023-08-01,2023-08,133201.9224888889,127207.83179246967,-4.500003141410534
PROJ-0020,2023-02-01,2023-02,61758.33360178971,56571.86346252012,-8.3980085549447
PROJ-0020,2023-03-01,2023-03,61758.33360178971,63556.571084861826,2.911732519641692
PROJ-0020,2023-04-01,2023-04,61758.33360178971,73534.06806044983,19.067442030720315
PROJ-0020,2023-05-01,2023-05,61758.33360178971,79055.8480629164,28.008389236437274
PROJ-0020,2023-06-01,2023-06,61758.33360178971,72985.35231463464,18.17895344332863
PROJ-0020,2023-07-01,2023-07,61758.33360178971,75814.7460211044,22.7603492509185
PROJ-0020,2023-08-01,2023-08,61758.33360178971,68028.79018333707,10.153215308525827
PROJ-0020,2023-09-01,2023-09,61758.33360178971,75203.36463677953,21.770391542106296
PROJ-0020,2023-10-01,2023-10,61758.33360178971,73628.92939782036,19.221042900170886
PROJ-0020,2023-11-01,2023-11,61758.33360178971,61047.66631209911,-1.1507229036859954
PROJ-0020,2023-12-01,2023-12,61758.33360178971,66451.66749309386,7.599515106036055
PROJ-0020,2024-01-01,2024-01,61758.33360178971,74256.77276889245,20.237656099484745
PROJ-0020,2024-02-01,2024-02,61758.33360178971,50828.86045878791,-17.697163290502182
PROJ-0020,2024-03-01,2024-03,61758.33360178971,74359.48182964485,20.403964117791496
PROJ-0020,2024-04-01,2024-04,61758.33360178971,54899.70393583984,-11.105593797548828
PROJ-0020,2024-05-01,2024-05,61758.33360178971,65299.66814421259,5.734180856071948
PROJ-0020,2024-06-01,2024-06,61758.33360178971,74365.53900054617,20.413771977796884
PROJ-0020,2024-07-01,2024-07,61758.33360178971,57244.45029141532,-7.308946092165257
PROJ-0020,2024-08-01,2024-08,61758.33360178971,56996.995800667304,-7.709628034692349
PROJ-0020,2024-09-01,2024-09,61758.33360178971,61843.69592300973,0.1382199231125938
PROJ-0020,2024-10-01,2024-10,61758.33360178971,77032.49105505075,24.732139878881725
PROJ-0020,2024-11-01,2024-11,61758.33360178971,49420.339603287655,-19.977860928139606
PROJ-0020,2024-12-01,2024-12,61758.33360178971,77240.6258741452,25.06915483209675
PROJ-0020,2025-01-01,2025-01,61758.33360178971,54156.09965048932,-12.309648767919612
PROJ-0020,2025-02-01,2025-02,61758.33360178971,79979.70923531306,29.504318803374105
PROJ-0020,2025-03-01,2025-03,61758.33360178971,78891.5464487995,27.742349651923405
PROJ-0020,2025-04-01,2025-04,61758.33360178971,64681.82457308529,4.733759479564167
PROJ-0020,2025-05-01,2025-05,61758.33360178971,65239.040935834055,5.636012390631407
PROJ-0020,2025-06-01,2025-06,61758.33360178971,64276.509282670755,4.077467013792713
PROJ-0020,2025-07-01,2025-07,61758.33360178971,69028.63720832088,11.772182282976129
PROJ-0021,2023-04-01,2023-04,71388.18601398601,60348.77768851516,-15.463914888253449
PROJ-0021,2023-05-01,2023-05,71388.18601398601,58274.81689298998,-18.369102582921673
PROJ-0021,2023-06-01,2023-06,71388.18601398601,59170.202504841756,-17.114853579205057
PROJ-0021,2023-07-01,2023-07,71388.18601398601,72971.76691610034,2.218267462075719
PROJ-0021,2023-08-01,2023-08,71388.18601398601,66945.9825815743,-6.222603039025831
PROJ-0021,2023-09-01,2023-09,71388.18601398601,79313.68680448829,11.101978118549688
PROJ-0022,2023-04-01,2023-04,129600.05615384616,167990.3331392884,29.62211446873895
PROJ-0022,2023-05-01,2023-05,129600.05615384616,128713.79738519793,-0.6838413461767061
PROJ-0022,2023-06-01,2023-06,129600.05615384616,140864.97430074614,8.69206270522567
PROJ-0022,2023-07-01,2023-07,129600.05615384616,130611.1890467509,0.7801947953667749
PROJ-0022,2023-08-01,2023-08,129600.05615384616,158583.27278023487,22.36358338609297
PROJ-0023,2023-09-01,2023-09,148387.3281300813,185650.0871297928,25.11182017311191
PROJ-0023,2023-10-01,2023-10,148387.3281300813,183804.09006160017,23.867780610263004
PROJ-0023,2023-11-01,2023-11,148387.3281300813,191002.10905493548,28.718611933962883
PROJ-0023,2023-12-01,2023-12,148387.3281300813,120751.61168171668,-18.624040742979236
PROJ-0023,2024-01-01,2024-01,148387.3281300813,181018.9007146823,21.99080810727655
PROJ-0023,2024-02-01,2024-02,148387.3281300813,174486.59456397314,17.588608651954665
PROJ-0023,2024-03-01,2024-03,148387.3281300813,135677.53868866857,-8.56527952998176
PROJ-0023,2024-04-01,2024-04,148387.3281300813,189662.75425150755,27.816004669376376
PROJ-0023,2024-05-01,2024-05,148387.3281300813,129703.72593301132,-12.591103588502726
PROJ-0024,2023-11-01,2023-11,90524.77986928105,103177.87767741636,13.977496356695418
PROJ-0024,2023-12-01,2023-12,90524.77986928105,82598.89258143252,-8.755489159204377
PROJ-0024,2024-01-01,2024-01,90524.77986928105,91945.14303049522,1.5690324387037329
PROJ-0024,2024-02-01,2024-02,90524.77986928105,104970.7195762858,15.957994847228449
PROJ-0024,2024-03-01,2024-03,90524.77986928105,97917.24350291638,8.166232101652334
PROJ-0024,2024-04-01,2024-04,90524.77986928105,91769.57848277075,1.3750915664055867
PROJ-0024,2024-05-01,2024-05,90524.77986928105,87190.6812069272,-3.6830784534006398
PROJ-0024,2024-06-01,2024-06,90524.77986928105,110424.82664450211,21.982982785439518
PROJ-0024,2024-07-01,2024-07,90524.77986928105,78929.20509757093,-12.809282484259315
PROJ-0024,2024-08-01,2024-08,90524.77986928105,91887.3080049272,1.5051438264900021
PROJ-0024,2024-09-01,2024-09,90524.77986928105,113326.05151549519,25.18787858875711
PROJ-0025,2023-01-01,2023-01,214452.2089208633,262258.9193921203,22.292477522998382
PROJ-0025,2023-02-01,2023-02,214452.2089208633,214553.1904421751,0.04708812365233328
PROJ-0025,2023-03-01,2023-03,214452.2089208633,253386.90424683364,18.155418180065418
PROJ-0025,2023-04-01,2023-04,214452.2089208633,259826.09635801447,21.158041535442962
PROJ-0025,2023-05-01,2023-05,214452.2089208633,266873.70291646785,24.444371200181486
PROJ-0025,2023-06-01,2023-06,214452.2089208633,229946.99960807085,7.225288452461399
PROJ-0025,2023-07-01,2023-07,214452.2089208633,193485.3114628656,-9.77695569726441
PROJ-0025,2023-08-01,2023-08,214452.2089208633,198937.56484359756,-7.234546174803418
PROJ-0025,2023-09-01,2023-09,214452.2089208633,203267.955143869,-5.21526629791979
PROJ-0025,2023-10-01,2023-10,214452.2089208633,235232.89397284595,9.690124040480775
PROJ-0026,2023-10-01,2023-10,47354.54590673575,38660.47915137907,-18.359518793569578
PROJ-0026,2023-11-01,2023-11,47354.54590673575,52943.38786862588,11.802123438998414
PROJ-0026,2023-12-01,2023-12,47354.54590673575,46510.551480370326,-1.782288078588401
PROJ-0026,2024-01-01,2024-01,47354.54590673575,44874.15747018019,-5.237909875517893
PROJ-0026,2024-02-01,2024-02,47354.54590673575,58707.71709206946,23.97482853640632
PROJ-0026,2024-03-01,2024-03,47354.54590673575,48775.23900475829,3.000119779039945
PROJ-0026,2024-04-01,2024-04,47354.54590673575,40134.233629515074,-15.247347723365362
PROJ-0027,2023-04-01,2023-04,70516.57923809525,85562.9403791572,21.33733840131235
PROJ-0027,2023-05-01,2023-05,70516.57923809525,58093.01264298815,-17.61793712817467
PROJ-0027,2023-06-01,2023-06,70516.57923809525,82037.19801661665,16.337461208409835
PROJ-0027,2023-07-01,2023-07,70516.57923809525,83699.8730956492,18.69531108853326
PROJ-0027,2023-08-01,2023-08,70516.57923809525,68845.4281907468,-2.369869703557093
PROJ-0027,2023-09-01,2023-09,70516.57923809525,85493.87250139183,21.23939281388934
PROJ-0027,2023-10-01,2023-10,70516.57923809525,74594.53206694905,5.782970292822672
PROJ-0027,2023-11-01,2023-11,70516.57923809525,72748.20519623511,3.164682663639841
PROJ-0027,2023-12-01,2023-12,70516.57923809525,58014.1054381545,-17.72983592656537
PROJ-0027,2024-01-01,2024-01,70516.57923809525,66639.19669812817,-5.498540317554706
PROJ-0027,2024-02-01,2024-02,70516.57923809525,89239.08258217119,26.55049854426499
PROJ-0027,2024-03-01,2024-03,70516.57923809525,70228.30616760893,-0.40880183582499896
PROJ-0027,2024-04-01,2024-04,70516.57923809525,75688.98867915083,7.335026027838417
PROJ-0027,2024-05-01,2024-05,70516.57923809525,75171.43783171494,6.60108394921259
PROJ-0027,2024-06-01,2024-06,70516.57923809525,77230.85375553466,9.521554491134665
PROJ-0027,2024-07-01,2024-07,70516.57923809525,58575.687987160025,-16.93345221783587
PROJ-0027,2024-08-01,2024-08,70516.57923809525,69182.97867531175,-1.8911872600635853
PROJ-0027,2024-09-01,2024-09,70516.57923809525,81909.52950274928,16.156413694127707
PROJ-0027,2024-10-01,2024-10,70516.57923809525,63484.67480887634,-9.971987446350854
