id_projeto,categoria_recurso,alocacao_percentual,valor_orcado,valor_realizado
PROJ-0026,Consultoria,12.788651567792641,38397.15901320334,39613.0904242873
PROJ-0026,Software,17.33393678814136,52044.10517018715,53976.35779138738
PROJ-0027,Equipamentos,10.818527431207029,210520.32173044106,225473.99096152573
PROJ-0027,Recursos Humanos,80.96693563352278,1575555.032557272,1698829.4072835888
PROJ-0027,Consultoria,8.214536935270191,159848.6457122871,176590.68877769695
PROJ-0028,Software,2.072571869751769,23904.733059936443,25027.335532858473
PROJ-0028,Infraestrutura,50.695684891117075,584716.4251814107,596800.4197325492
PROJ-0028,Consultoria,33.05217957700789,381218.8814142725,394011.74496733985
PROJ-0028,Equipamentos,14.179563662123265,163544.9603443804,172020.90838611306
PROJ-0029,Materiais,5.076014160992413,13363.774762069555,13363.774762069555
PROJ-0029,Infraestrutura,20.87838429736508,54967.14869120197,54967.14869120197
PROJ-0029,Consultoria,55.39862430128591,145849.62015672447,145849.62015672447
PROJ-0029,Software,18.64697724035659,49092.45639000401,49092.45639000401
PROJ-0030,Recursos Humanos,55.901098291567166,1038232.0921958578,1052319.1922349418
PROJ-0030,Equipamentos,14.990325422378199,278410.2173591867,281102.1047765537
PROJ-0030,Consultoria,29.108576286054628,540623.6904449554,545271.5396899029
PROJ-0031,Infraestrutura,29.343241788417,379438.6332956918,417656.21920069546
PROJ-0031,Recursos Humanos,48.265533969197136,624123.5503770469,658853.659081157
PROJ-0031,Materiais,22.39122424238586,289541.8163272613,309312.4416276556
PROJ-0032,Infraestrutura,12.8614908460758,212927.12555312327,215185.92413008664
PROJ-0032,Software,10.624142081968307,175886.92182381812,180202.7538733712
PROJ-0032,Consultoria,18.11802442427777,299951.1415536882,308193.8809380767
PROJ-0032,Materiais,52.26338342807922,865241.2180052227,877713.0227191076
PROJ-0032,Equipamentos,5.06151906209803,83795.47268065774,84898.97197089733
PROJ-0032,Recursos Humanos,1.071440157500872,17738.12038348994,17937.569615363813
PROJ-0033,Equipamentos,33.62683878077431,537420.438442069,593083.7549475435
PROJ-0033,Consultoria,7.251810705321406,115897.64099326912,127528.64340726889
PROJ-0033,Recursos Humanos,9.984624844678397,159573.1759589172,169276.8988196288
PROJ-0033,Infraestrutura,13.58080344400523,217046.90675371274,236838.78262919004
PROJ-0033,Materiais,35.555922225220655,568250.8378520317,630408.553170942
PROJ-0034,Materiais,93.9189606755753,1115138.3268749826,1127969.1404372181
PROJ-0034,Consultoria,5.832364933421262,69250.06012413335,70463.1168416078
PROJ-0034,Software,0.24867439100344746,2952.613000884243,3030.594146787901
PROJ-0035,Recursos Humanos,0.42950674380915255,8504.723165109162,9274.994622923896
PROJ-0035,Equipamentos,36.56168655028742,723963.0740183583,797971.0536243757
PROJ-0035,Software,23.928830279104634,473818.11839278997,542367.2034190032
PROJ-0035,Materiais,3.2303623494222817,63964.857131639525,71806.06066026562
PROJ-0035,Infraestrutura,35.8496140773765,709863.227292103,763072.9360758495
PROJ-0036,Equipamentos,56.932276111470394,833859.7207121734,862838.6716421013
PROJ-0036,Materiais,17.672506357806178,258840.71781973535,267336.7768374593
PROJ-0036,Infraestrutura,25.395217530723436,371951.5614680914,383544.13227424916
PROJ-0037,Materiais,5.101656885169422,52781.94620023826,55701.73037217481
PROJ-0037,Infraestrutura,13.04793936888417,134994.5026280504,145029.38212409595
PROJ-0037,Consultoria,66.9585727194136,692756.0716979619,722430.5693118983
PROJ-0037,Recursos Humanos,14.891831026532824,154071.47947374964,166037.50446158813
PROJ-0038,Software,12.48712152922445,117818.86366618439,117818.86366618439
PROJ-0038,Infraestrutura,23.332586934220036,220148.3242193609,220148.3242193609
PROJ-0038,Equipamentos,64.18029153655552,605555.8121144547,605555.8121144547
PROJ-0039,Software,29.734676199858622,192156.47943368036,205905.26227560165
PROJ-0039,Consultoria,12.919917938044897,83493.29008528321,85791.47375559874
PROJ-0039,Equipamentos,56.20589889181479,363223.31482149713,382243.5898607779
PROJ-0039,Materiais,1.1395069702816987,7363.915659539341,7875.870153071836
PROJ-0040,Recursos Humanos,4.987720331130135,67320.65787095616,73018.01226861922
PROJ-0040,Software,10.459046486220625,141168.67895753594,151916.39950046738
PROJ-0040,Infraestrutura,6.415687799484612,86594.33462222767,94599.23833351479
PROJ-0040,Equipamentos,49.740867990194054,671366.4227066864,713299.0919303584
PROJ-0040,Consultoria,28.39667739297057,383277.9058425938,408700.20419175597
PROJ-0041,Recursos Humanos,32.28352999391561,467615.3098910697,476707.8691183552
PROJ-0041,Materiais,10.917460773230966,158135.48901437217,161971.483946237
PROJ-0041,Software,1.6281564554556007,23583.260120950414,24004.41438347032
PROJ-0041,Consultoria,1.9045166284329884,27586.2377368656,28004.837348245004
PROJ-0041,Equipamentos,3.0223170328739837,43777.17418704782,44518.927768833295
PROJ-0041,Infraestrutura,50.244019116090854,727766.5290496942,746603.7809178719
PROJ-0042,Recursos Humanos,14.688955492610376,117644.28520898128,129522.35819912906
PROJ-0042,Software,41.53156894535357,332627.5816304051,362621.9628272972
PROJ-0042,Infraestrutura,17.040407732580015,136477.1367424653,141483.51207521782
PROJ-0042,Equipamentos,12.638243340571423,101220.07006193674,108547.36853670471
PROJ-0042,Consultoria,14.100824488884594,112933.92635621139,122328.18694212138
PROJ-0043,Infraestrutura,15.057834618913624,28940.10408912866,29803.93546543941
PROJ-0043,Materiais,2.6134770876472233,5022.920019061828,5162.483568654467
PROJ-0043,Recursos Humanos,22.009863087487425,42301.416163734706,43632.269055148354
PROJ-0043,Equipamentos,34.01671934810283,65377.75341669927,67200.94635488724
PROJ-0043,Software,2.945101858703584,5660.279615298179,6040.936882713152
PROJ-0043,Consultoria,23.357003999145327,44890.52669607737,46145.329467789874
PROJ-0044,Consultoria,14.971277671337127,177374.15847726387,196556.7611561911
PROJ-0044,Software,5.173608965918373,61295.00479288349,67753.9833342781
PROJ-0044,Recursos Humanos,16.53754501087561,195930.71439720024,203982.08247661835
PROJ-0044,Equipamentos,4.483248082293588,53115.86447722397,59046.681432970414
PROJ-0044,Materiais,52.0761600844089,616979.0765008454,643086.8825860209
PROJ-0044,Infraestrutura,6.75816018516641,80068.18135458312,84805.9487824339
PROJ-0045,Materiais,1.1945737634439246,7238.519719588461,7723.779397806638
PROJ-0045,Equipamentos,14.847691454017742,89969.5863656205,98646.18147663826
PROJ-0045,Recursos Humanos,26.16873174311141,158569.4299973836,167290.805188265
PROJ-0045,Infraestrutura,57.78900303942691,350172.4639174074,385206.4753549592
PROJ-0046,Consultoria,42.781439473031824,550548.782991315,565569.1440124811
PROJ-0046,Infraestrutura,24.626817114084336,316919.30795492645,329759.1400663421
PROJ-0046,Equipamentos,32.591743412883844,419418.90905375854,441980.25042976113
PROJ-0047,Materiais,1.7602979470808677,17794.6055053279,19316.220216309965
PROJ-0047,Equipamentos,26.04683987937877,263303.85778305685,297092.18412318674
PROJ-0047,Consultoria,22.542999968476618,227884.03066133455,251674.9891275171
PROJ-0047,Recursos Humanos,43.71003154985312,441858.5895330482,477202.48569261783
PROJ-0047,Infraestrutura,5.939830655210613,60044.91651723235,63457.09586071657
PROJ-0048,Equipamentos,8.725369079817963,78608.68236758679,81085.68426916552
PROJ-0048,Infraestrutura,24.943602894848695,224722.15663629983,231557.9042777036
PROJ-0048,Consultoria,36.293336316105425,326974.2884724201,338648.4782603797
PROJ-0048,Materiais,3.8077710799848847,34305.00929151062,35681.44591509858
PROJ-0048,Recursos Humanos,26.229920629243043,236310.86323218272,242145.3053060639
PROJ-0049,Infraestrutura,76.49785469989732,465223.9982930665,479635.0297029001
PROJ-0049,Software,6.093422894869866,37057.334137837934,38410.51831465594
PROJ-0049,Consultoria,6.610921809965234,40204.51931495787,41423.543986680124
PROJ-0049,Materiais,10.797800595267582,65667.14825413766,70006.93385020988
PROJ-0050,Infraestrutura,2.5843990611013017,34570.60170068072,37192.138481195
PROJ-0050,Consultoria,23.75910895423667,317817.28479268996,337154.85054960585
PROJ-0050,Materiais,0.8480775997224511,11344.437224327325,12215.25789603878
PROJ-0050,Software,51.24015679745598,685421.6434246895,727472.1300134669
PROJ-0050,Equipamentos,21.45046320529395,286935.3386350953,306579.359870095
PROJ-0050,Recursos Humanos,0.11779438218963734,1575.6942225170121,1697.3061439758148
PROJ-0051,Recursos Humanos,14.461707454942474,99231.17495820603,108091.35598503803
PROJ-0051,Software,0.07550914212618796,518.1173050701576,587.4330412572353
PROJ-0051,Consultoria,52.81426838654454,362393.02467453334,387776.51411947724
PROJ-0051,Materiais,13.35064306112708,91607.43996038262,98989.86774914186
PROJ-0051,Equipamentos,19.08077016670488,130925.56661437055,144914.58368136222
PROJ-0051,Infraestrutura,0.21710178855483842,1489.676487437307,1665.9520365480382
PROJ-0052,Materiais,14.646053495720505,232127.79168276855,256720.11722712684
PROJ-0052,Consultoria,10.046629319423682,159230.73601053024,168101.78562338796
PROJ-0052,Recursos Humanos,75.30731718485582,1193558.4723067014,1254672.8543238188
PROJ-0053,Software,19.4494147418213,284086.32047323347,311707.78603568004
PROJ-0053,Infraestrutura,7.3166552974193095,106870.14026933136,113463.1067322427
PROJ-0053,Recursos Humanos,8.624486727672968,125972.875428817,138674.2490315663
PROJ-0053,Consultoria,61.8475194305366,903370.8447605785,991714.109162801
PROJ-0053,Equipamentos,2.761923802549819,40341.81906803973,41979.34805081208
PROJ-0054,Recursos Humanos,13.014603024614207,93491.96257967911,95257.83057609193
PROJ-0054,Infraestrutura,2.744015442287142,19711.964211522758,20028.649902588135
PROJ-0054,Software,36.79145576148249,264295.8374373008,270726.7170496036
PROJ-0054,Equipamentos,37.53920142654199,269667.35815173556,274298.41697802185
PROJ-0054,Consultoria,9.910724345074168,71194.8776197617,72288.13544498195
PROJ-0055,Consultoria,17.238414911832827,135736.83047311375,141701.68270464343
PROJ-0055,Equipamentos,2.9219949996544528,23008.05160682913,24575.772384693722
PROJ-0055,Materiais,41.807720305648274,329197.75238150207,358686.17038360506
PROJ-0055,Software,0.38605205403210585,3039.8086181336644,3272.849616223035
PROJ-0055,Infraestrutura,31.495545835312626,247998.7625063768,258799.2023405459
PROJ-0055,Recursos Humanos,6.150271893519703,48427.794414044554,50392.09768540077
PROJ-0056,Software,73.24765212721213,484473.88822328526,543869.9160587912
PROJ-0056,Recursos Humanos,21.385207455702393,141445.8253014322,158199.84451420972
PROJ-0056,Materiais,5.367140417085473,35499.28647528256,40240.27201558579
PROJ-0057,Consultoria,55.058878359195575,407464.8810635776,441943.8061939545
PROJ-0057,Equipamentos,43.70476752537519,323438.4432145648,371843.479640921
PROJ-0057,Recursos Humanos,1.2363541154292363,9149.675721857528,10470.953808280183
PROJ-0058,Infraestrutura,24.25917758756658,232983.92859211005,250530.29252075692
PROJ-0058,Software,20.02337204589808,192303.46396020285,214246.5038098029
PROJ-0058,Consultoria,22.350811726764775,214656.07828326256,247443.06799902476
PROJ-0058,Materiais,33.36663863977055,320451.5291644244,379200.6818328264
PROJ-0059,Materiais,6.774803047373195,120574.42173956348,127565.19705879448
PROJ-0059,Infraestrutura,28.026829232916988,498806.93273625546,550892.1019677836
PROJ-0059,Consultoria,44.37595422324062,789780.1577690404,858971.9583697021
PROJ-0059,Equipamentos,20.822413496469228,370586.48775514116,428865.4587073818
PROJ-0060,Materiais,4.441921762479365,10035.056388140505,10130.898766714367
PROJ-0060,Consultoria,35.27518811193946,79692.64672685027,80221.45030816783
PROJ-0060,Recursos Humanos,1.8076227443022705,4083.7270752453605,4116.5652986045925
PROJ-0060,Infraestrutura,19.721473929955817,44554.16225833828,45053.661789427264
PROJ-0060,Equipamentos,26.946985196596764,60877.82054659551,61365.93894574516
PROJ-0060,Software,11.806808254726327,26673.587004830075,27046.94869269355
PROJ-0061,Recursos Humanos,26.424509639364928,240652.5014523351,246179.50198136095
PROJ-0061,Consultoria,15.412551664561844,140364.7281429477,145867.47564839185
PROJ-0061,Software,1.0551047893172283,9609.018684126182,9825.742441981243
PROJ-0061,Equipamentos,18.47780625320948,168280.52277504178,174963.34480061982
PROJ-0061,Materiais,38.63002765354652,351810.2289455493,357987.3306232589
PROJ-0062,Materiais,59.81366389958269,866308.80854305,874382.8981116149
PROJ-0062,Recursos Humanos,20.56515108892632,297854.5431904208,302319.5302251957
PROJ-0062,Equipamentos,10.46041870903557,151503.05595556833,152594.37396951136
PROJ-0062,Software,9.160766302455427,132679.59231096107,133479.93770144557
PROJ-0063,Infraestrutura,23.752499963364336,189584.85390758587,205631.29693132985
PROJ-0063,Software,18.10655729956695,144520.74626680755,152634.1877822275
PROJ-0063,Equipamentos,20.0579101245384,160095.82008282567,166138.6643016727
PROJ-0063,Materiais,29.68973335210492,236973.9509018288,254637.49757684913
PROJ-0063,Recursos Humanos,8.393299260425408,66992.62884095227,71587.40277823654
PROJ-0064,Consultoria,8.460710083852305,49214.25841575208,51084.99346371199
PROJ-0064,Software,21.665385368305916,126023.21361036185,132727.87377782105
PROJ-0064,Materiais,5.536475722546022,32204.5719829057,34757.38156190032
PROJ-0064,Recursos Humanos,13.122868932109213,76333.10400429288,83063.3521037569
PROJ-0064,Infraestrutura,51.21455989318653,297904.8519866874,314955.6054553055
PROJ-0065,Consultoria,10.1555228791891,108803.73324691222,108803.73324691222
PROJ-0065,Materiais,12.191503038158775,130616.71567507356,130616.71567507356
PROJ-0065,Recursos Humanos,38.67496255603957,414353.8800847689,414353.8800847689
PROJ-0065,Equipamentos,28.049180040768245,300511.90266178077,300511.90266178077
PROJ-0065,Infraestrutura,2.685959127416926,28776.69460136309,28776.69460136309
PROJ-0065,Software,8.24287235842739,88312.07373010143,88312.07373010143
PROJ-0066,Materiais,20.587064738750378,78507.12441604547,82223.82507027444
PROJ-0066,Software,42.75839616192261,163055.72309179892,178460.6185211949
PROJ-0066,Equipamentos,34.86911332518918,132970.57413654294,147643.33940165484
PROJ-0066,Recursos Humanos,1.785425774137845,6808.578355612741,7361.013881739408
PROJ-0067,Equipamentos,19.748203940166547,126298.05844301994,126298.05844301994
PROJ-0067,Recursos Humanos,7.506438019963289,48006.82384163362,48006.82384163362
PROJ-0067,Materiais,37.22639087112902,238078.40470503597,238078.40470503597
PROJ-0067,Consultoria,35.51896716874115,227158.71301031052,227158.71301031052
PROJ-0068,Infraestrutura,19.54458144421457,233130.50370799357,248855.98267830166
PROJ-0068,Materiais,37.9311034487048,452447.51229063375,493122.08710406465
PROJ-0068,Equipamentos,42.524315107080625,507235.98400137265,558609.6630099923
PROJ-0069,Equipamentos,3.1122558274079366,3151.221270367084,3187.832497167328
PROJ-0069,Infraestrutura,4.907297516938809,4968.736881850883,5034.16969535899
PROJ-0069,Consultoria,25.923819820522432,26248.38604467537,26576.371588176236
PROJ-0069,Materiais,3.992500179042916,4042.4862812845336,4090.9772890879494
PROJ-0069,Recursos Humanos,23.712634810480733,24009.51699830795,24203.25725144001
PROJ-0069,Software,38.351491845607164,38831.65252351417,39047.98146103875
PROJ-0070,Software,25.81177857757913,239067.66071439482,247634.47314117162
PROJ-0070,Materiais,67.5425444735151,625576.3452119179,653588.6943678199
PROJ-0070,Equipamentos,6.645676948905792,61551.994073687485,66790.16201131993
PROJ-0071,Consultoria,28.998559243761292,279586.9990783925,285585.5970411655
PROJ-0071,Materiais,32.81252902369689,316359.0454543614,320390.8968911878
PROJ-0071,Software,5.480433413269067,52839.10551502651,54358.40042727465
PROJ-0071,Recursos Humanos,16.37467270249784,157874.93314058968,160564.9002524848
PROJ-0071,Infraestrutura,10.740313045905031,103551.76160391922,105511.2700488468
PROJ-0071,Equipamentos,5.593492570869894,53929.155207710704,55192.88813667446
PROJ-0072,Equipamentos,10.924779486087374,178513.73724533408,217992.18342698648
PROJ-0072,Materiais,7.888085814303476,128893.37310803052,158071.74344390768
PROJ-0072,Software,26.80901182246741,438066.22352219134,528049.4202067059
PROJ-0072,Infraestrutura,0.6802856667351684,11116.044668726005,13522.743433813188
PROJ-0072,Consultoria,34.296184945765134,560408.5790218882,693089.5917266026
PROJ-0072,Recursos Humanos,19.401652264641438,317028.0424338299,396482.80544549186
PROJ-0073,Equipamentos,17.291639598897998,71903.13327851359,76396.14492066576
PROJ-0073,Infraestrutura,27.099534634776546,112686.91089040591,124242.3352481435
PROJ-0073,Consultoria,2.7938437806046306,11617.52883913701,12325.606734221525
PROJ-0073,Software,6.820402967699903,28361.008844467797,30354.371536460178
PROJ-0073,Recursos Humanos,39.275022831996566,163315.75644137803,187785.66255334712
PROJ-0073,Materiais,6.719556186024338,27941.661706097562,30851.401961640957
PROJ-0074,Consultoria,3.385850977105881,49779.255084547454,51111.7458243406
PROJ-0074,Recursos Humanos,53.23924638653682,782730.8538693584,801760.9307048906
PROJ-0074,Infraestrutura,34.43001976926768,506194.9708505411,518211.4465523991
PROJ-0074,Equipamentos,5.888406674283334,86572.17930224797,88984.27715429186
PROJ-0074,Software,3.056476192806285,44936.740893304996,46005.71148448166
PROJ-0075,Materiais,10.095111256892979,71231.6097841997,76017.29631786999
PROJ-0075,Software,35.80008609911727,252607.19751967644,261358.69635741776
PROJ-0075,Equipamentos,11.039368555848048,77894.33649849161,82627.9848108373
PROJ-0075,Consultoria,43.06543408814171,303871.85619763227,319247.1820481986
PROJ-0076,Equipamentos,23.303548443331852,99589.81159193857,111034.71629453685
PROJ-0076,Software,53.93457617926168,230494.26541393093,242335.0391612472
PROJ-0076,Materiais,22.761875377406458,97274.92299413047,107433.82400468925
PROJ-0077,Software,47.85637378274678,838180.9371816564,935430.5125396182
PROJ-0077,Recursos Humanos,32.278249875268905,565337.730222896,601516.5630341255
PROJ-0077,Infraestrutura,19.865376341984316,347932.3325954477,362383.156124665
PROJ-0078,Equipamentos,10.343917597718457,11062.716431583913,11203.718726861624
PROJ-0078,Software,0.6139090914843117,656.5696342515565,661.2820242631225
PROJ-0078,Recursos Humanos,56.28542273732291,60196.69676333948,60871.63809792274
PROJ-0078,Infraestrutura,4.308971186042859,4608.401593760977,4633.659273679776
PROJ-0078,Consultoria,28.447779387431467,30424.61557706408,30723.86436367818
PROJ-0079,Materiais,0.23465390844472686,2025.4973396086154,2084.01661249948
PROJ-0079,Recursos Humanos,40.39533134948744,348686.44090907316,358562.719828659
PROJ-0079,Infraestrutura,59.37001474206782,512473.0617513181,538172.974449806
PROJ-0080,Equipamentos,7.625506353965799,31839.310465158174,33960.91296240787
PROJ-0080,Recursos Humanos,58.83641423321274,245663.79889692948,257866.00209059042
PROJ-0080,Materiais,22.264680213982334,92963.27782505543,99524.77896225911
PROJ-0080,Infraestrutura,11.273399198839128,47070.612812856925,50431.48807427373
PROJ-0081,Infraestrutura,2.707014289988671,50823.895522965395,51670.79224180962
PROJ-0081,Software,0.03482232433416423,653.7853089182568,679.9308554597368
PROJ-0081,Consultoria,61.839796173748155,1161035.3707845425,1194396.7329349369
PROJ-0081,Materiais,35.41836721192901,664975.9483835738,680116.6847762199
PROJ-0082,Recursos Humanos,40.020349479788756,305075.5242879245,311533.55964718555
PROJ-0082,Infraestrutura,4.153761813044508,31664.16783845642,32722.083379709722
PROJ-0082,Materiais,55.82588870716675,425561.3078736192,434792.83486045
PROJ-0083,Equipamentos,27.320481827790584,177643.7833502965,182808.20652887446
PROJ-0083,Consultoria,39.891321630805734,259382.14933425764,263825.6567456744
PROJ-0083,Software,7.306985125410044,47511.6248221437,49390.67321514834
PROJ-0083,Recursos Humanos,25.48121141599363,165684.4424933021,169838.22967286134
PROJ-0084,Equipamentos,28.854578137194025,254128.61766145797,307373.8202267134
PROJ-0084,Materiais,24.414327063531896,215022.34960047939,273379.7216631334
PROJ-0084,Recursos Humanos,24.308474448039878,214090.08232826577,277204.72557867813
PROJ-0084,Software,3.82904527904264,33723.24416248992,41476.08651465513
